报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.28,0.25,0.27,0.27,0.38,0.36,0.31,0.37,0.32,0.13,--,
每股净资产(元),--,--,--,--,--,--,2.19,1.92,1.53,1.37,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.45,0.52,0.55,0.29,--,
主营业务收入(万元),46720,46414,38858,30689,31853,29290,23315,25002,21503,11578,13568,
主营业务利润(万元),15507,15074,14152,15286,16379,14813,11593,13925,11804,4281,6849,
营业利润(万元),10183,9104,9478,10404,13529,10586,8058,9656,8465,2925,6110,
投资收益(万元),14,31,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),86,45,233,78,157,215,232,284,311,-21,9,
利润总额(万元),10269,9149,9711,10483,13686,10801,8290,9939,8776,2904,6120,
净利润(万元),7526,6763,7079,7111,10056,7969,6226,7390,6497,2632,5563,
净利润(扣除非经常性损益后)(万元),7347,6677,6812,7052,9938,7808,5978,7175,5907,2577,5215,
经营活动产生的现金流量净额(万元),12350,10009,11289,12949,10997,12338,8955,10342,11053,5730,9046,
现金及现金等价物净增加额(万元),6082,5910,-10051,-21634,-3578,30886,3543,3980,-4327,5094,7108,
总资产(万元),131569,126593,112445,111502,90542,83504,47915,43198,37815,29286,24531,
流动资产(万元),33476,25380,27743,25267,45784,47752,16788,13203,8967,15385,8935,
总负债(万元),23365,25486,17421,21383,4553,4847,4117,4860,7119,1831,1394,
流动负债(万元),12609,15784,16998,20914,4014,4263,3427,4135,6625,1831,1394,
股东权益不含少数股东权益(万元),108204,101107,95025,90119,85989,78657,43797,38338,30695,27455,23137,
净资产收益率加权(%),7.2,6.9,7.69,8.15,12.32,14.13,15.26,21.41,22.5,12.81,25.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
