报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.87,1.28,1.08,0.27,0.2,0.09,0.15,0.36,0.12,0.09,0.27,0.26,0.36,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.81,2.76,2.82,5.16,6.01,4.23,3.91,3.73,5.26,5.01,4.66,4.52,0.45,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.67,0,0.06,-1.16,-0.07,0.06,-0.53,-0.39,0.48,-0.37,0.24,0.53,0.21,--,--,
主营业务收入(万元),1584168,1695784,1513843,842068,323011,174309,191964,248373,153282,162710,98195,115857,114340,87586,50901,50590,42028,36301,43084,30658,26129,17367,14174,
主营业务利润(万元),200131,250770,171226,82861,51351,37011,45412,63966,35657,26745,19710,23131,21549,21316,7836,11858,9490,8662,13316,9447,8478,5988,4729,
营业利润(万元),91053,105162,84787,26112,13441,5724,11139,31564,11866,7161,17044,8753,13285,12874,4597,8033,5514,6167,9632,7269,6248,3992,3177,
投资收益(万元),3256,572,475,1215,5148,6601,155,69,2144,271,13246,644,32,-146,1292,177,346,421,362,68,0,0,0,
营业外收支净额(万元),3943,7463,7334,1106,235,209,672,-2,106,52,-176,-90,1081,64,107,81,119,0,533,344,--,--,--,
利润总额(万元),94996,112625,92121,27218,13676,5932,11811,31562,11972,7213,16868,8664,14366,13592,6996,9101,6490,7515,10527,7931,6404,4294,3174,
净利润(万元),86733,90473,73958,18223,12337,4752,7861,18953,6301,4503,14287,6773,9490,8393,4629,6062,4276,5334,9051,6782,5432,3644,2699,
净利润(扣除非经常性损益后)(万元),79514,83562,68006,17289,8317,-930,7276,18922,4481,4452,3161,6286,8308,7670,2401,5360,3654,4375,8632,6188,--,--,--,
经营活动产生的现金流量净额(万元),296873,163707,15696,-163866,95687,-8204,20975,19778,-88376,142,3136,-30705,-1764,1455,-13905,-10176,8369,-6557,4174,9389,5282,--,--,
现金及现金等价物净增加额(万元),54882,16643,19001,2916,-1114,3014,3661,-5712,-32802,-518,54567,-34321,22530,-6269,-2844,-7582,7306,-15966,-4122,43877,2536,--,--,
总资产(万元),1387174,2173730,1861819,1390547,773106,559636,548702,529181,417082,335018,319037,236224,243034,152106,159783,136532,118616,102001,104860,104615,38141,27224,14979,
流动资产(万元),1139545,1883025,1569581,1123948,537360,429534,407800,410941,336565,253087,238757,166457,141488,107008,109797,81873,69633,--,0,0,--,7326,4057,
总负债(万元),748694,1580204,1349942,1054721,475058,373858,353146,340414,255913,181406,168697,98363,82918,39251,52420,35124,25310,13802,22859,25150,14170,8686,3598,
流动负债(万元),733452,1538109,1193742,874206,366942,276171,258619,305955,182663,139474,121586,81928,70634,39251,52400,35124,25310,--,0,0,--,6924,2968,
股东权益不含少数股东权益(万元),617106,553877,470238,298518,283533,174524,176682,168408,148212,145557,148810,136162,158655,111627,103234,98488,92427,88199,82001,79465,23971,18538,11381,
净资产收益率加权(%),14.09,17.64,19.25,6.27,4.89,2.7,4.56,11.93,4.37,2.98,10.06,4.53,8.11,7.81,4.59,6.35,4.73,6.43,11.33,12.9,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
