报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-0.77,0.34,0.35,0.3,0.13,0.18,0.16,0.63,0.71,0.47,0.45,0.33,
每股净资产(元),--,--,--,--,--,3.64,3.47,6.68,3.39,2.87,2.41,1.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.18,0.25,0.36,0.96,0.59,0.33,0.12,
主营业务收入(万元),191944,228194,221648,157350,100093,52490,39537,34520,27877,20734,13523,8207,
主营业务利润(万元),89199,133299,118275,80735,37431,21422,14398,14908,12126,9149,6057,3978,
营业利润(万元),-91974,49476,52112,33107,11199,3218,1145,5094,4687,3541,1917,1532,
投资收益(万元),64,-58,34,43,50,0,--,--,--,--,--,--,
营业外收支净额(万元),-3021,-655,-636,4214,3080,901,2477,1685,1348,448,1230,544,
利润总额(万元),-94996,48821,51476,37321,14279,4119,3622,6779,6035,3990,3147,2077,
净利润(万元),-93652,39794,41381,32289,11945,3530,3196,5809,5232,3441,2843,1842,
净利润(扣除非经常性损益后)(万元),-94645,34579,38908,30481,10269,3245,1274,4885,4800,3243,2590,1642,
经营活动产生的现金流量净额(万元),-28846,16925,2535,34320,11096,3554,4994,3547,7055,4340,2445,738,
现金及现金等价物净增加额(万元),-96101,-54967,-47466,154763,17527,-6363,-4371,27247,6804,1351,6140,2004,
总资产(万元),864052,988917,828898,630174,225666,131465,108870,94280,39940,26687,22178,11815,
流动资产(万元),503947,516434,499639,399061,129239,78468,66237,63733,29051,18548,18034,7721,
总负债(万元),463566,531526,419979,269775,99575,59579,40383,28602,15056,5566,4498,2952,
流动负债(万元),391310,403901,300618,172276,77972,55355,30759,19069,13818,5036,3149,2552,
股东权益不含少数股东权益(万元),384868,444379,398296,357164,124275,71323,68087,65478,24883,21121,17681,8863,
净资产收益率加权(%),-21.56,9.39,10.82,12.41,11.89,5.06,4.78,10.73,23.11,17.74,23.7,29.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
