报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.1,0.31,0.37,0.65,-2.65,0.24,0.35,0.65,0.75,0.66,0.36,0.52,0.41,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.47,4.18,3.85,3.46,2.9,2.55,2.44,2.4,2.35,2.27,2.18,3.39,4.34,4.07,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.16,0.65,0.46,1.96,0.6,0.23,1.9,-0.6,-0.06,-0.22,0.28,-0.24,0.68,-0.74,--,--,--,
主营业务收入(万元),702162,678409,636943,302278,210011,202965,199765,266503,172218,174156,170108,250099,213110,178157,173333,174996,122142,96712,108470,77533,52649,43785,37066,46150,54356,
主营业务利润(万元),105536,121750,115432,59934,18470,34909,31799,53967,46813,52711,45412,46615,32524,29657,26091,24501,19210,14903,18897,15062,12390,9780,8384,--,--,
营业利润(万元),7045,34243,49349,30790,-137739,5465,10696,34187,32911,31471,19200,9224,1965,6586,5715,3567,2288,2703,6156,6212,4418,4053,2952,--,--,
投资收益(万元),3821,6523,4377,36,73,465,1170,11486,10916,1166,-1545,-801,1220,758,30,-400,-123,-25,-116,0,4,103,100,--,--,
营业外收支净额(万元),8644,6083,-1205,5633,7774,6553,4887,-1322,229,314,-57,27384,--,64,304,547,-44,27,7,328,504,0,--,--,--,
利润总额(万元),15690,40326,48144,36423,-129965,12018,15583,32864,33140,31785,19143,36608,20405,7408,6222,3723,2344,3153,6141,6667,5001,4362,3028,--,--,
净利润(万元),10268,31970,38886,31191,-81859,7502,10835,20092,23003,20332,11039,16113,12663,5270,4528,3650,2201,2640,4966,5837,4548,3896,2786,2736,2201,
净利润(扣除非经常性损益后)(万元),-4030,17798,26942,30641,-82241,3393,8870,14749,15390,19580,10235,7034,-41,4394,3933,3097,1947,2599,4908,5495,3940,--,--,--,--,
经营活动产生的现金流量净额(万元),72886,14096,22507,6685,34011,-47709,43541,82457,4932,20069,14077,60511,18565,7013,58583,-18399,-1834,-6806,8600,-4705,6480,-7056,--,--,--,
现金及现金等价物净增加额(万元),25921,-10631,-211867,338207,-22938,-63269,18361,15296,8886,-9693,27528,10502,8118,69,28491,-5661,-3852,-5174,16194,5317,5696,1320,--,--,--,
总资产(万元),1142836,1181760,1154765,1109558,492512,603675,613132,613559,635049,482095,403934,334893,335159,290946,299446,279141,244693,182796,160693,130848,94821,76858,49491,--,--,
流动资产(万元),748398,810603,819624,808839,297297,303955,301373,293865,306732,241692,255357,201986,241812,225005,218502,191997,175072,--,0,0,0,45436,30843,--,--,
总负债(万元),526584,576846,597227,588154,396958,375681,389554,392391,434715,296498,259523,208881,237417,207385,215374,195374,163274,103218,84198,57493,52857,37632,33267,--,--,
流动负债(万元),434482,472400,519749,463604,282159,253013,213290,245780,278569,187162,211371,138542,185069,189812,187788,164462,143131,--,0,0,0,28896,26850,--,--,
股东权益不含少数股东权益(万元),572530,564235,534819,511733,82665,163886,160419,154907,138170,129255,118977,107035,89699,78860,75376,74252,72470,70161,67467,65516,41385,38863,16110,13272,13411,
净资产收益率加权(%),1.8,5.82,7.42,23.03,-66.4,4.65,6.88,13.74,17.27,16.45,9.81,16.38,14.84,6.83,6.07,4.98,3.09,3.84,7.52,13.17,0,14.17,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
