报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.4,0.37,1.27,0.51,0.51,0.44,0.76,0.52,0.66,0.02,-0.13,-0.23,-0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.13,0.77,0.75,0.88,1.11,1.17,1.11,1.37,1.41,1.36,1.2,-1.05,0.12,0.43,0.83,2.19,2.72,2.84,3.14,2.9,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.5,0.14,0.12,0.04,-0.01,-0.01,-0.14,0.07,0.16,0.26,0.07,-0,-0,-0.04,--,--,--,--,--,--,
主营业务收入(万元),282731,190992,162662,354993,345755,306595,235575,143796,134228,43028,37408,45187,43493,35916,42727,32845,30513,32746,20674,0,0,2265,7077,31329,58500,53250,50593,14502,
主营业务利润(万元),193554,126210,98788,119229,141376,137817,107760,58842,52667,6933,7039,5078,6605,4137,4536,4743,5866,7791,4527,0,0,-113,-15178,-7868,905,3377,3669,3302,
营业利润(万元),77296,60381,178326,91769,90143,61255,49851,26991,24854,-1717,-2053,-3602,-917,-1962,-3907,269,1698,2700,253,-8373,-4606,-8883,-15154,-7812,1117,0,3756,1846,
投资收益(万元),11530,27340,151636,59215,41874,7547,4279,1020,-150,1,1,2,6,-57,-18,-81,-94,8,2983,-9342,-0,6727,410,301,409,579,1394,94,
营业外收支净额(万元),-1113,-396,1004,17222,4884,6167,3078,1327,1055,1967,122,--,--,2413,29,57,242,-28,-1114,-16,-2,--,0,0,0,-91,0,290,
利润总额(万元),76183,59986,179331,108991,95027,67423,52930,28318,25908,249,-1931,-3558,-923,406,-3885,286,1925,2786,2229,-17731,-4608,-1190,-20712,-7768,1877,4874,4343,1483,
净利润(万元),50835,47835,165694,61163,61030,51730,41166,22133,21808,248,-1931,-3556,-928,405,-3897,313,1598,2419,1776,-17731,-4608,-1190,-20712,-7846,1864,4213,3964,2467,
净利润(扣除非经常性损益后)(万元),27852,24879,18803,24906,40978,45384,38084,21454,21671,-1716,-3288,-3687,-918,-2019,-3937,233,1343,2352,1122,-8373,0,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),76922,44947,19671,38218,44736,58866,79838,34021,21490,2128,1812,624,-93,-72,-2119,1024,2476,3970,1128,-66,-44,-584,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),57956,27394,-140141,117205,11347,11410,36976,-37010,10546,1805,-61,-20,-1325,783,-1630,-1909,2114,-19,2213,-16,-39,-509,--,--,--,--,--,--,
总资产(万元),1119322,1002111,988603,931954,801939,708486,656217,263004,161715,22339,20667,23829,28557,29285,32110,32789,34953,33842,37920,55760,70654,70760,93051,105038,98457,76554,63216,40171,
流动资产(万元),315455,250574,323955,288663,253107,240056,211484,130422,79543,15075,12479,14735,18317,18502,20261,19750,19435,0,19837,0,0,35642,47052,57567,57562,38921,35942,24660,
总负债(万元),213512,134818,122115,164245,255022,240609,236701,104903,49126,10674,9221,10499,11590,11509,15232,12012,13417,13900,19609,71771,68758,64256,80461,71736,60814,37322,27044,2879,
流动负债(万元),207457,64449,47047,162279,253637,130116,126034,103097,48133,10664,9211,10489,11580,11499,15222,11934,13347,0,18609,0,0,64253,78855,71484,53772,25308,17639,10581,
股东权益不含少数股东权益(万元),803856,777746,785183,647363,422577,381331,354336,102864,91581,11649,11429,13304,16939,17751,16853,20749,21501,19903,18263,-16010,1896,6504,12589,33301,37642,39232,36172,26710,
净资产收益率加权(%),6.42,6.05,23.17,13.78,15.16,14.08,15.44,20.75,25.95,2.15,-15.61,-23.4,-5.34,2.38,-20.73,1.49,7.53,12.37,9.72,0,0,-18.97,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
