报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-0.66,-0.2,0.11,0.28,0.36,0.45,0.77,0.64,0.96,0.68,0.47,0.33,
每股净资产(元),--,--,--,--,--,3.55,5.65,4.98,8.02,2.84,2.22,1.74,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.49,-0.27,0.25,0.06,0.77,0.89,0.31,
主营业务收入(万元),25711,37332,40664,45772,40442,48311,45522,30521,20289,13325,10143,8143,
主营业务利润(万元),3840,12509,17244,19907,17420,20282,18586,13616,10109,6910,5164,4733,
营业利润(万元),-35173,-10798,6959,8224,7985,9418,9621,8874,6697,4148,2932,2011,
投资收益(万元),-726,-703,1950,197,751,6,--,--,--,--,--,--,
营业外收支净额(万元),-14,-1,-44,954,2203,1780,2653,1256,996,348,198,175,
利润总额(万元),-35187,-10799,6915,9178,10188,11198,12274,10129,7693,4496,3130,2186,
净利润(万元),-31996,-9667,5542,7647,8971,10917,10318,8556,6557,3808,2651,1857,
净利润(扣除非经常性损益后)(万元),-32005,-10340,4478,4442,5024,8024,8472,7488,5710,3512,2483,1709,
经营活动产生的现金流量净额(万元),-4437,-6280,-4397,-3353,-264,-11838,-3668,3377,436,4325,4962,1714,
现金及现金等价物净增加额(万元),-2689,-19647,2651,-6459,10786,-6195,-11130,-6402,33338,1735,2441,-1266,
总资产(万元),182351,224294,236163,207356,174373,143432,121333,97339,66998,25440,20147,17432,
流动资产(万元),97290,120893,137017,112028,105185,87963,80905,73439,57266,16630,13266,11034,
总负债(万元),94099,104234,105569,82591,56677,57340,45234,30216,6987,9576,7756,7692,
流动负债(万元),87624,91859,99971,77751,48341,45398,36386,22816,5340,7763,3301,3003,
股东权益不含少数股东权益(万元),87261,119165,129436,124541,117696,86092,76098,67122,60011,15864,12391,9740,
净资产收益率加权(%),-31.01,-7.78,4.35,6.23,9.83,13.39,14.43,13.49,14.88,26.64,23.96,21.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
