报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.95,0.32,0.67,0.79,0.8,0.08,0.71,0.35,
每股净资产(元),--,--,--,2.55,2.37,1.65,1.67,1.91,
每股经营活动产生的现金流量净额(元),--,--,--,0.32,1.18,0.39,0.81,0.85,
主营业务收入(万元),60282,35603,28112,21590,20758,12600,17613,9483,
主营业务利润(万元),41427,23209,17677,15300,13268,8075,10033,5859,
营业利润(万元),13921,5091,5227,3722,2917,-700,2656,210,
投资收益(万元),19,286,120,--,--,2,--,--,
营业外收支净额(万元),-293,9,-43,1720,2854,1462,2310,2122,
利润总额(万元),13628,5100,5184,5441,5771,762,4966,2331,
净利润(万元),12490,4244,4862,4835,4903,461,4168,1915,
净利润(扣除非经常性损益后)(万元),11721,2705,3914,4563,3776,790,3003,705,
经营活动产生的现金流量净额(万元),8414,1022,2817,1986,7236,2401,4976,2902,
现金及现金等价物净增加额(万元),5739,8588,12502,-2868,5757,524,3346,1566,
总资产(万元),74527,59330,54669,23882,24999,17501,18124,12349,
流动资产(万元),67501,51714,47608,18310,19531,11802,13301,8302,
总负债(万元),17021,14172,13591,8281,10490,7398,7911,5854,
流动负债(万元),16474,13482,11943,6258,8431,4794,6491,4633,
股东权益不含少数股东权益(万元),57508,45159,41078,15600,14509,10103,10213,6486,
净资产收益率加权(%),24.26,9.84,16.56,35.19,40.92,4.94,46.94,32.53,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
