报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.38,0.25,0.21,0.21,-0.02,0.36,0.69,0.68,1.7,1.71,0.97,0.74,
每股净资产(元),--,--,--,--,--,--,--,--,16.2,5.05,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.7,-0.75,-0.03,0.4,
主营业务收入(万元),596117,494944,407045,207183,111305,97292,90804,89655,78477,65706,40809,28211,
主营业务利润(万元),161600,137972,116164,68412,43893,41673,34248,28297,21119,17301,9718,6601,
营业利润(万元),24656,15779,12639,-1195,-1700,5210,11131,9448,9873,9036,5202,3355,
投资收益(万元),10001,855,1692,2527,2445,886,4266,88,120,45,50,58,
营业外收支净额(万元),-728,-489,-207,6896,1121,1025,751,975,2293,1080,656,762,
利润总额(万元),23928,15290,12432,5701,-579,6235,11883,10423,12166,10116,5857,4117,
净利润(万元),19262,12957,10690,3927,-323,5370,10203,10043,11251,9413,5149,3728,
净利润(扣除非经常性损益后)(万元),3890,9145,6337,-3816,-2862,4097,6274,9299,9419,8595,4658,3158,
经营活动产生的现金流量净额(万元),47701,57179,22596,-35161,15831,-9386,18041,3592,5202,-4135,-187,924,
现金及现金等价物净增加额(万元),-12645,3982,10935,37837,-4250,-6540,-17484,-30955,66901,3681,-533,1414,
总资产(万元),642452,553856,515382,504604,237786,224109,153861,158552,159998,75327,45956,32511,
流动资产(万元),315372,261986,251022,236598,99299,94123,81526,102724,126274,50560,27846,19466,
总负债(万元),302148,219458,187932,185831,99559,84082,17729,31147,40421,47429,26424,19424,
流动负债(万元),275531,183421,143039,118149,43249,28376,12232,19023,28259,37863,19790,15630,
股东权益不含少数股东权益(万元),340213,334088,327185,318301,138227,140026,136132,127405,119577,27898,19532,13066,
净资产收益率加权(%),5.76,3.91,3.31,1.97,-0.23,3.89,7.75,8.16,14.03,39.69,32.92,50.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
