报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.17,0.17,0.18,0.19,0.26,0.45,0.7,1.09,0.88,0.55,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.69,1.78,4.85,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.64,1.15,0.74,
主营业务收入(万元),51874,41203,36469,34807,42243,34545,27501,23827,18252,11901,6304,
主营业务利润(万元),14007,12782,13290,13841,18026,15725,12997,12079,8540,5822,2430,
营业利润(万元),8266,8231,9046,9662,13135,12476,9553,7634,5349,3636,1834,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),-18,86,26,-183,-52,-115,160,109,369,44,17,
利润总额(万元),8248,8317,9072,9479,13082,12362,9713,7743,5718,3680,1851,
净利润(万元),7014,6976,7577,8006,11084,10493,8226,6479,4858,3039,1809,
净利润(扣除非经常性损益后)(万元),6382,6873,7453,8110,11115,10590,8087,6386,4540,2966,1395,
经营活动产生的现金流量净额(万元),-52876,8006,10868,12984,12073,12058,9840,8286,9035,6330,3680,
现金及现金等价物净增加额(万元),-52877,7038,45786,-16064,7713,3856,2512,4108,3774,916,251,
总资产(万元),133258,124580,112549,107341,105455,94324,76425,68132,35059,28660,24098,
流动资产(万元),81078,70017,63118,55165,51825,47643,40967,36913,8375,3814,1955,
总负债(万元),20037,18084,15296,16174,20426,17998,10682,9399,20269,18878,19244,
流动负债(万元),20037,18058,15245,16089,20302,17831,10476,9153,11533,11002,18878,
股东权益不含少数股东权益(万元),107534,101680,96105,89920,83641,74777,65744,58734,14790,9782,4853,
净资产收益率加权(%),6.44,6.98,8.15,9.24,14.05,14.96,13.24,23.63,39.78,40.94,46.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
