报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.05,-0.24,0.02,0.02,0.3,0.03,0.01,0.01,0.08,-0.15,0.11,-0.3,0.14,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.59,3.85,4.21,3.51,8.74,4.3,4.24,4.15,3.97,3.71,3.46,3.75,2.55,2.28,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.17,-0.07,-0.31,0.35,-0.26,0.07,0.13,0.57,0.48,0.27,0.37,0.39,-0.61,0.02,--,--,--,
主营业务收入(万元),11107,6540,16740,3667,3277,27698,22275,17627,17412,14314,10746,16634,36877,50252,65579,105988,98119,80215,60820,61609,34070,29232,31350,25607,17731,
主营业务利润(万元),161,131,52,91,-239,-1824,-1642,254,-9019,-1759,-5442,-1609,1160,10429,10747,19449,19327,15334,14378,13597,10865,8316,9441,3327,2561,
营业利润(万元),5242,-11601,-2177,888,15619,844,324,685,456,-6783,5607,-14400,8428,1136,2486,8133,9373,8455,7847,8703,7075,4498,5543,3470,2793,
投资收益(万元),10007,-6375,9741,7935,27392,16023,12174,11428,29798,7049,19902,2132,18778,1204,436,30,97,0,0,26,--,2,0,9,22,
营业外收支净额(万元),-277,18,2256,-22,362,160,20,-31,-97,-1342,-28,-1043,-4291,-232,-77,-139,-53,219,216,231,305,0,--,--,--,
利润总额(万元),4965,-11583,78,866,15981,1004,345,655,359,-8124,5579,-15443,4136,2162,2883,8142,9507,8696,8156,8961,7623,5828,5637,3637,2807,
净利润(万元),2386,-11658,1195,994,14763,1292,687,534,3826,-7250,5269,-14541,4310,1417,2630,7033,7728,7431,7115,7259,6482,4953,5411,3458,2332,
净利润(扣除非经常性损益后)(万元),2657,-12339,-1609,1016,14400,1132,-3192,-7591,-22918,-5908,-5938,-14479,13097,1778,3762,7025,7550,7226,6925,7069,6146,--,--,--,--,
经营活动产生的现金流量净额(万元),-1103,-4305,-3412,2091,-5012,-5653,-9088,-9777,-8303,-3315,-15088,17137,-7924,2229,3880,17324,14463,8248,11068,10254,-14542,420,--,--,--,
现金及现金等价物净增加额(万元),-2362,-344,-4412,-16976,12797,-13037,-7662,-5676,20740,-3311,-9192,-4143,7962,-18376,-5634,15194,10556,673,-8742,25756,-35075,39121,--,--,--,
总资产(万元),202228,211736,257476,256763,272632,264923,229229,201206,221271,246743,261932,236482,359708,202851,201524,222520,202398,153993,137354,127438,76951,68481,35750,35542,27997,
流动资产(万元),21360,27196,22052,27276,39032,74726,47488,53260,59891,49026,54575,64780,91274,81713,92486,100747,83447,--,0,0,46194,58619,26464,31573,23506,
总负债(万元),13500,28826,33944,36904,42526,72545,62038,32995,46511,59387,57302,65646,94045,62205,62477,73380,64764,39199,30987,27046,15751,13776,--,21491,16059,
流动负债(万元),1703,15428,17164,19906,23252,47856,21938,22162,31888,29363,24297,51163,49550,61056,60422,67987,58543,--,0,0,14516,12879,14071,20803,15454,
股东权益不含少数股东权益(万元),188728,182910,222925,219248,229492,191760,166569,167381,173920,186792,203974,170067,264797,130195,128547,125917,120400,112413,104960,98846,61179,54705,21237,14051,11937,
净资产收益率加权(%),1.29,-6.01,0.54,0.44,7.01,0.72,0.41,0.31,2.12,-3.71,2.82,-6.69,1.98,1.1,2.07,5.71,6.63,6.84,6.98,10.04,--,19.82,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
