报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.06,-0.87,1.1,0.22,-1.3,0.02,0.03,0.06,0.11,0.62,0.83,-1.44,-0.69,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.28,2.22,2.06,-1.77,-0.33,0.35,0,1.12,3.61,3.42,3.84,3.92,3.61,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.91,-1.51,0.99,0.11,0.22,0.6,0,-0.09,0.49,0.12,0.07,0.33,-0.79,--,--,--,
主营业务收入(万元),165198,169416,125873,307434,405565,844884,1124779,775449,648453,917796,735331,99110,131335,133782,112967,123000,118640,72214,42008,33829,26554,25524,18320,18135,
主营业务利润(万元),30707,8940,-14204,-4579,-130868,122721,143446,146317,111180,267570,237257,48236,55155,55472,45263,43810,42605,25081,12554,9528,8072,7932,5669,5255,
营业利润(万元),38323,-152534,286701,117582,-265845,35380,43607,23272,32575,175676,189191,-33512,-18565,4032,-13763,-7419,4451,2702,-94,1989,4244,4965,3759,3710,
投资收益(万元),107080,9545,472015,267919,30192,12565,-1194,-234,14065,-1982,2214,-465,-1080,-336,-3075,-21380,-929,-411,2846,4468,627,1,2,6,
营业外收支净额(万元),-26120,-11252,-3049,-687,-549,-1536,966,5224,-1490,-1464,-965,-4908,--,1796,-8681,-2185,-436,0,99,27,168,0,0,0,
利润总额(万元),12203,-163786,283652,116895,-266394,33844,44573,28496,31086,174212,188227,-38420,-19053,2097,-25519,-30418,3086,1885,2856,6484,6638,5204,4314,3896,
净利润(万元),11437,-156405,198775,39883,-234344,3809,5716,11155,20608,111520,119688,-39172,-18727,940,-25675,-30961,3102,-6316,3026,6197,4987,4841,4094,3789,
净利润(扣除非经常性损益后)(万元),-80025,-157023,-184731,-195796,-258837,-6253,2204,7652,6948,112217,116102,-50290,-17731,2637,-17540,-31181,3387,1961,2867,5995,3185,--,--,--,
经营活动产生的现金流量净额(万元),53711,-77924,-266362,-83484,-71911,-312405,-69582,163377,-343794,-272496,142472,2925,5980,16247,5085,-2496,8296,2067,1236,5632,-13363,--,--,--,
现金及现金等价物净增加额(万元),18610,-24849,-122913,97227,-23032,-147098,-24395,99176,-55479,8643,109546,-598,324,250,-1787,-1299,-16146,12492,-15741,9936,16312,--,--,--,
总资产(万元),1902500,1885272,2611927,3559139,3468431,3672309,3219125,2831843,2530149,2080686,1463477,132569,129117,160253,156148,170034,221865,211998,168003,148152,97070,46996,28690,22807,
流动资产(万元),1334506,1347582,1990999,2922487,3336242,3525089,3070351,2681949,2352304,1899994,1273662,63928,58878,82017,91567,98924,109362,0,0,0,0,28489,17684,14153,
总负债(万元),1537992,1533036,2049211,3156709,3139413,3075918,2623254,2246987,1948046,1457329,1108767,180218,137331,147828,149549,137322,147876,140533,95208,75619,34819,28715,17736,13262,
流动负债(万元),1231969,1355609,1510526,2540902,2367743,2150655,1793557,1664155,1157443,1034818,862482,174892,129129,141874,141150,128546,131441,0,0,0,0,20279,10982,9022,
股东权益不含少数股东权益(万元),356734,345648,505898,307800,199714,432778,428969,423062,411907,401222,296975,-48030,-8858,9396,3726,30475,61357,58184,65333,66633,61386,18281,10954,9545,
净资产收益率加权(%),3.26,-36.6,48.82,17.23,-74.38,0.88,1.34,2.67,5.08,32.11,52,--,0,23.55,-155.43,-67.49,4.51,-10.22,4.72,9.71,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
