报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.14,0.15,0.2,0.02,-0.82,0.04,0.3,-0.23,0.02,0.03,-0.05,0.02,-0.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0,1.5,1.48,1.44,1.49,1.48,2.38,3.56,3.54,3.42,3.23,3.04,3.02,2.81,2.56,2.11,2.56,1.47,1.37,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,-0.24,0.06,0.04,0.36,-0.11,0.68,0.19,-0.41,0.41,0.72,0.06,-0.53,-0.4,0.04,--,--,--,--,--,
主营业务收入(万元),808464,817652,654081,519605,585740,837979,1123730,159563,144880,115770,79976,132354,152094,135180,106661,101350,121853,121760,116808,100946,80588,19682,10787,14438,14502,19683,19817,
主营业务利润(万元),160048,150509,127710,100710,60643,86102,119530,2541,6736,6206,2350,4976,1635,6497,9051,11991,16564,16449,15127,14336,11757,2867,837,1312,1397,1168,--,
营业利润(万元),29586,35618,22825,2724,-57126,-2658,11542,-5526,489,1110,-1631,213,-21071,-8672,374,2156,4629,4388,4135,3714,5410,5206,2164,1340,1492,1168,--,
投资收益(万元),--,23,21,113,21,7460,31,0,--,--,--,1441,521,-202,-138,-21,12,-77,26,517,11,586,530,775,50,69,--,
营业外收支净额(万元),-4593,-8743,-1539,7726,4113,13099,10748,423,24,-309,645,-38,-1639,-1132,27,450,-130,-112,-208,-117,204,--,0,0,--,--,--,
利润总额(万元),24993,26875,21287,10450,-53013,10441,22290,-5103,513,801,-986,175,-22710,-10006,263,2585,4510,4200,3962,4119,5629,5777,2720,2892,1796,1418,--,
净利润(万元),12321,13585,12807,1330,-51591,2201,15847,-5114,462,766,-1056,409,-18164,-7852,341,2073,3309,3474,3315,3781,5156,5328,2536,2610,1615,1310,2381,
净利润(扣除非经常性损益后)(万元),11778,16559,7081,-5180,-55045,-14448,-1778,-5538,439,1075,-1701,-689,-16771,-7795,375,1507,3854,3585,3515,3878,4947,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),60441,40189,51250,46714,57412,111700,38668,757,-5244,1244,844,7923,-2466,15137,3305,-6984,6946,12345,1067,-9139,-6907,501,--,--,--,--,--,
现金及现金等价物净增加额(万元),-17243,6497,22884,11057,19738,-98777,101619,880,-5648,471,243,5057,-8242,3291,-992,-8038,3076,-1715,5682,-9780,16844,-529,--,--,--,--,--,
总资产(万元),731566,743677,720009,667268,683002,781817,961865,37017,39342,37484,45855,44609,88918,107090,129256,131868,107836,99542,101639,92748,88162,51420,41820,35893,20170,18334,--,
流动资产(万元),396617,419942,411354,338689,334791,421867,604302,20450,22809,21714,29001,25979,38388,94127,114917,116190,76555,0,0,0,0,30430,17021,19950,14159,13904,--,
总负债(万元),344622,366174,354209,316489,337007,389739,569488,8829,6050,4654,13790,11488,51852,45610,55761,58476,49211,44177,49515,40950,39890,21044,16915,13377,10212,9229,--,
流动负债(万元),288905,298056,276036,252435,249160,306465,428325,7709,5093,3847,12980,10483,50499,45610,55761,58476,45491,0,0,0,0,21044,12715,13377,10212,9229,--,
股东权益不含少数股东权益(万元),330078,318178,309535,297559,295588,348164,348460,28187,33293,32831,32065,33121,33049,52973,60845,60484,58070,55365,52024,51609,48016,29912,24584,22111,9531,8891,8881,
净资产收益率加权(%),3.8,4.2,4.22,0.45,-16.03,0.63,6.27,-16.64,1.4,2.33,-3.24,1.24,-43.11,-13.75,0.56,3.51,5.8,6.48,6.47,7.6,0,19.55,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
