报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.23,0.16,0.07,0.05,0.44,0.07,0.27,0.55,0.65,0.88,0.61,0,
每股净资产(元),--,--,--,--,--,5.96,9.04,11.7,11.37,2.9,2.03,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.04,0.23,0.81,0.44,0.87,0.64,0,
主营业务收入(万元),113624,99272,84328,69801,55014,52278,45461,38246,37529,32061,22892,17586,
主营业务利润(万元),62448,53123,45853,37643,28446,28191,25269,21322,21202,18968,13177,9631,
营业利润(万元),13635,8200,3348,1620,6551,-1019,1444,4064,5474,6728,4456,2666,
投资收益(万元),1243,410,-183,249,10137,-346,-325,-18,--,--,--,--,
营业外收支净额(万元),-855,334,383,179,3537,2160,1922,1974,1002,646,689,539,
利润总额(万元),12779,8535,3730,1799,10088,1141,3365,6038,6476,7374,5145,3205,
净利润(万元),13185,9265,4377,2635,10321,1343,3470,5520,5919,6602,4591,2840,
净利润(扣除非经常性损益后)(万元),11453,3848,822,2866,-2577,-314,2353,4231,5392,6316,4265,2497,
经营活动产生的现金流量净额(万元),11529,8234,11396,-4488,2845,799,3013,8078,4410,6551,4788,3490,
现金及现金等价物净增加额(万元),3743,-11868,3183,2903,-36185,-21080,-14272,431,86420,4818,4040,6238,
总资产(万元),149702,144162,142707,146741,145256,135509,127235,126596,118629,26593,19937,13369,
流动资产(万元),84686,81462,75914,79784,89547,103678,104987,115580,113278,24505,18652,12099,
总负债(万元),19839,18381,17539,24168,23641,19249,9258,8958,4754,4846,4718,1442,
流动负债(万元),16310,14555,13310,19590,13241,9963,6347,4580,3787,3690,4478,1442,
股东权益不含少数股东权益(万元),129093,124569,123419,120253,118595,116165,117513,117023,113732,21500,15219,11927,
净资产收益率加权(%),10.42,7.4,3.61,2.25,8.59,1.15,2.97,4.8,7.14,35.65,34.07,38.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
