报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-0.55,0.01,0.21,--,0.2,-0.19,0.04,0.06,-1.25,0.19,0.46,-0.8,1.54,0.66,0.89,0.91,
每股净资产(元),--,--,--,--,--,--,--,--,0.98,2.4,2.74,2.28,6.32,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.57,-0.18,0.53,0.92,-0.29,0.43,3.71,0.68,
主营业务收入(万元),298203,471067,536649,--,380878,293116,327744,355236,382399,380527,234047,163464,208732,132096,98557,78967,
主营业务利润(万元),17556,35919,56063,--,51766,20680,37784,23168,-11465,44687,48715,-4680,59741,27924,19607,15088,
营业利润(万元),-56814,-10158,13791,--,7007,-13929,-265,-8251,-81247,11951,23734,-39607,40567,14963,10641,9100,
投资收益(万元),1327,--,--,--,--,--,-1549,-1135,18,-534,--,--,31,-5,0,--,
营业外收支净额(万元),1300,9496,4564,--,4637,760,2511,12442,1312,1362,2100,2771,281,-104,73,-12,
利润总额(万元),-55513,-662,18355,--,11643,-13169,2245,4191,-79935,13313,25834,-36835,40848,14859,10714,9088,
净利润(万元),-42518,1036,15466,--,13586,-10427,2091,3565,-69579,10046,16111,-27886,21694,8622,5800,5935,
净利润(扣除非经常性损益后)(万元),-47940,-9157,11989,--,9741,-10891,371,-7052,-70642,9238,14903,-30532,21035,8681,5702,5941,
经营活动产生的现金流量净额(万元),-62762,-17962,9961,--,33468,49492,23873,54426,-31624,-9988,18426,32051,-5045,5624,24086,4446,
现金及现金等价物净增加额(万元),1396,-17979,6679,--,12552,-1148,-697,2325,-22277,24487,-3263,-10804,11460,5604,3489,611,
总资产(万元),634739,651975,550331,412253,367576,239184,285612,294829,362064,407853,293892,242056,246218,126860,88758,63195,
流动资产(万元),238783,255665,264286,186867,133390,68248,112470,108614,157673,200054,90860,62497,126369,54832,33680,26285,
总负债(万元),490545,449684,381121,278562,249550,171271,202124,216280,288766,233869,158158,128787,94116,81327,58189,42272,
流动负债(万元),405393,370429,370336,267225,239038,166145,197692,211382,272774,209120,122405,105814,93416,80407,54325,38340,
股东权益不含少数股东权益(万元),141133,186859,149783,119043,101899,51757,63762,58986,54361,133348,95512,79401,109897,27727,19576,13776,
净资产收益率加权(%),-26.07,0.66,12.2,--,14.72,-18.25,3.45,6.35,-77.37,9.99,18.42,-29.6,39.92,36.51,34.78,55.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
