报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.04,0.04,0.09,0.02,0.01,-1.2,0.07,-0.61,0.02,0.06,-0.34,0,0.82,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.83,3.82,3.73,4.07,4.88,3.65,2.82,2.38,1.72,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.18,0.53,-0.05,0.37,0.91,1.26,0.85,0.8,0.64,0.35,
主营业务收入(万元),19007416,18024015,18008075,14406552,12344587,14177229,17303810,14947882,14587443,12099485,7026801,7672594,7618045,6101513,3711032,3231308,2324586,1679277,
主营业务利润(万元),1238707,1452178,1362762,999528,390857,170524,337295,78236,772457,746419,94297,652447,1842408,2146263,1351970,1210586,784677,408306,
营业利润(万元),195735,242429,313017,-11813,-383108,-1681755,-89720,-988750,61743,94518,-552000,25712,1455020,1643134,970441,867164,489426,164688,
投资收益(万元),116071,73999,34102,-100092,328901,66773,766116,23336,104744,87907,49186,30516,33206,8872,3208,-391,-283,-9,
营业外收支净额(万元),15645,604,-12395,177776,402437,84303,195896,79544,20056,43517,12940,-13231,--,0,0,0,0,0,
利润总额(万元),211380,243033,300622,165963,19329,-1597452,106176,-909206,81800,138035,-539060,12482,1438987,1631202,959358,854605,456675,159339,
净利润(万元),85100,87023,137844,40249,20632,-1621688,94789,-823375,23797,77801,-464607,923,1022506,1132896,678279,605272,336856,137430,
净利润(扣除非经常性损益后)(万元),23049,15816,78299,-36372,-643213,-1734213,-780662,-867986,-32944,11223,-504211,-12612,1011389,1145868,685916,611776,0,0,
经营活动产生的现金流量净额(万元),1257686,1318549,1312778,1151867,723145,1377305,825134,112235,248976,710386,-70595,500368,1135178,1470534,939579,887051,666820,372274,
现金及现金等价物净增加额(万元),-1137165,-870521,393695,305185,448454,488691,231810,-152771,160860,158130,-858251,715716,-227622,220505,137396,362732,30036,-199529,
总资产(万元),20307066,20087611,20014662,19007695,18926925,19263197,19950705,17501688,15713416,14132204,13397519,13552752,9433836,7619466,5749943,4823038,3448592,3144281,
流动资产(万元),4871375,5889523,6834931,6642623,6416918,6347438,6306542,4901602,4996971,4132455,3633388,4248699,2621064,2519935,1669455,1415118,846603,841093,
总负债(万元),13234560,13320691,13463274,13448946,13897182,15300313,14580494,12124573,9897947,8413518,7839403,7533070,3334108,3017448,2476016,2071709,1581240,1594986,
流动负债(万元),6916973,7474856,8997690,8294466,8093733,10423557,9673758,8385341,6236040,5573355,4002986,3845083,1885188,2152525,1492401,1318002,1025249,1094721,
股东权益不含少数股东权益(万元),5465963,5241489,3947845,3810765,3884010,2827569,4435773,4383512,5185335,5160815,5040074,5499848,5792466,4254514,3117881,2627421,1802159,1507913,
净资产收益率加权(%),1.59,1.89,3.55,1.03,0.61,-44.65,2.15,-17.24,0.46,1.53,-8.82,0.02,19.63,30.04,24.46,25.76,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
