报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.23,0.19,0.13,0.25,0.28,0.44,0.49,0.79,0.7,0.87,0.86,0.88,0.98,
每股净资产(元),--,--,--,--,--,--,--,--,12.86,12.78,3.72,3.23,2.71,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0,0.31,0.43,0.24,1,
主营业务收入(万元),460711,406980,335207,411873,380658,295383,168376,121114,99960,96576,94928,91361,89630,
主营业务利润(万元),170663,150186,130839,163143,162369,128863,88709,63216,49515,47546,47151,46461,49860,
营业利润(万元),56959,43221,36158,50039,63154,47900,32459,22830,21503,21683,19453,20376,24266,
投资收益(万元),3379,12603,24299,6681,7709,2294,2574,2338,3990,4626,623,-389,0,
营业外收支净额(万元),2971,4672,758,16888,9664,9669,5973,5914,5660,4566,4271,3813,0,
利润总额(万元),59930,47893,36916,66927,72818,57570,38433,28744,27163,26248,23724,24189,27052,
净利润(万元),51947,43020,29328,53015,57959,44273,32620,26324,23321,24113,21194,21777,24310,
净利润(扣除非经常性损益后)(万元),35073,22212,13717,37937,49263,35551,25386,20878,18071,20541,17747,18442,21841,
经营活动产生的现金流量净额(万元),23645,62901,17593,-32912,76195,-8618,40142,11157,-12,10369,10681,6041,24837,
现金及现金等价物净增加额(万元),60328,-27376,-18875,11425,51371,-37283,-91437,-48842,-33455,290043,2018,-8845,7808,
总资产(万元),1307670,1152246,1183457,1091014,989506,848870,572223,479655,479372,472801,156640,155454,161464,
流动资产(万元),786590,758606,729823,659688,633460,518300,366478,382591,403130,411889,100040,98893,114012,
总负债(万元),303429,267426,325720,370479,293885,310278,98483,40900,47286,42995,64642,75392,94509,
流动负债(万元),226560,210639,275856,295681,182306,208570,77646,30533,36856,35656,49243,60700,88969,
股东权益不含少数股东权益(万元),959458,842468,814759,668056,648265,494172,456549,433905,427531,424952,86524,75110,62158,
净资产收益率加权(%),5.88,5.2,3.89,8.08,10.57,9.25,7.37,6.14,5.49,11.86,25.83,32.65,43.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
