报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2011-12-31,
基本每股收益(元),-2.42,0.11,0.68,1.22,1.32,1.25,1.09,0.82,
每股净资产(元),--,--,--,--,6.94,5.62,4.37,2.32,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.26,1.86,1.55,0.7,
主营业务收入(万元),21556,41070,24327,20725,20374,20558,19904,19924,
主营业务利润(万元),8205,11823,13775,17130,17693,16473,12500,8389,
营业利润(万元),-24574,2459,6306,9779,9827,9409,7565,6215,
投资收益(万元),2607,636,216,19,--,--,--,--,
营业外收支净额(万元),4540,-379,211,1698,746,535,904,231,
利润总额(万元),-20034,2080,6517,11477,10573,9944,8469,6446,
净利润(万元),-22577,1016,6323,9967,9214,8774,7605,5722,
净利润(扣除非经常性损益后)(万元),-28946,466,5781,9347,9146,8793,7427,5707,
经营活动产生的现金流量净额(万元),13477,8620,3978,8841,8844,12987,10859,4892,
现金及现金等价物净增加额(万元),-484,-9023,-46051,42193,4482,7277,9262,1279,
总资产(万元),133964,177271,147783,112546,51945,42718,32947,18239,
流动资产(万元),53179,38395,64408,91486,37579,31484,26637,12309,
总负债(万元),61677,59109,38156,7701,3391,3386,2390,1972,
流动负债(万元),39438,25430,18080,2524,2700,2580,1692,1972,
股东权益不含少数股东权益(万元),72007,109648,109627,104844,48554,39332,30557,16267,
净资产收益率加权(%),-22.97,0.93,5.9,13,20.97,25.11,28.42,45.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
