报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.03,0.03,-0.1,0.02,0.03,0.07,0.04,0.31,0.1,0.15,0.17,0.14,0.28,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.66,1.56,1.83,1.64,1.5,-0.41,-0.67,-0.49,-0.42,-0.44,-1.73,-2.29,-1.67,0.93,1.86,3.41,3.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.14,-0.1,-0.19,-0.08,0.03,0.19,0.03,-0.12,0.04,0.04,0.07,-0.01,-0.01,-0.04,--,--,--,
主营业务收入(万元),278363,332631,285111,120598,126066,138725,164336,169157,131204,90200,24348,8969,1329,13937,15320,13996,6314,1359,57,43,347,17516,12699,4290,6079,
主营业务利润(万元),130097,151277,116655,42353,36478,42764,16822,26643,16795,18993,7604,6051,1093,490,1235,1866,1098,-7025,-34,-12,129,252,174,-957,-989,
营业利润(万元),23816,44016,-2562,6116,10516,11755,3717,50529,17074,26552,14777,16177,2986,-2783,-1515,-898,-235,-3508,-1334,-8433,-20892,-7407,174,-957,-989,
投资收益(万元),359,-1294,-1491,4231,315,13185,7870,34850,1984,3896,7872,12703,878,-63,4,-4,283,-116,1254,-757,-1371,18,5076,4366,4512,
营业外收支净额(万元),730,-1385,1806,4176,3393,1636,11503,-6,40,47,4328,-13,--,7285,-2715,518,237,0,133,-52,-448,-17,0,0,--,
利润总额(万元),24546,42631,-757,10293,13909,13391,15220,50524,17114,26599,19105,16165,9587,4439,-4230,-284,285,-9432,53,-9242,-22712,-7406,5239,3528,2724,
净利润(万元),5895,6963,-22648,4311,6481,8490,4546,37722,11742,18356,15873,12975,9159,5631,-3731,-455,123,-9432,114,-6833,-15179,-6243,4480,3492,2690,
净利润(扣除非经常性损益后)(万元),-3887,2431,-24127,-20996,-15520,-2688,-4945,13975,3355,7095,-1863,2758,1533,-1780,-1059,-984,-446,-2869,-1273,-6782,-14731,--,--,--,--,
经营活动产生的现金流量净额(万元),82161,135741,47790,24724,8889,11131,48329,-47928,-17140,-12800,-18255,-7263,3156,3961,581,-2460,799,650,1350,-311,-184,-786,--,--,--,
现金及现金等价物净增加额(万元),-3191,-12664,8567,-12275,-134495,101075,46412,-83830,78449,16522,2954,-1451,-495,1623,-70,-1229,343,1451,179,-257,-344,-7580,--,--,--,
总资产(万元),1408632,1470193,1639772,1737575,1419521,1180588,692952,580991,510638,350852,243397,190584,147501,26876,26391,23146,18661,14216,5851,25244,27236,55385,49608,48434,60269,
流动资产(万元),191050,294306,314800,300897,277160,466765,440649,345070,279274,148219,69994,54833,15052,22418,21801,17922,9631,0,--,0,0,38810,40663,36781,46576,
总负债(万元),848934,922044,1067199,1127724,878124,626150,457155,341586,302776,154115,71326,36670,6860,34600,38719,31176,26303,22911,41845,73047,62159,35876,10666,14747,30087,
流动负债(万元),446796,477237,598562,490004,421063,389782,332316,253764,111071,60716,19527,29130,6715,28306,32425,24927,20198,0,--,0,0,19506,7687,10607,23861,
股东权益不含少数股东权益(万元),536666,527496,511165,558193,524103,537234,226597,233123,202496,190282,171925,153617,140642,-8563,-13998,-10202,-9747,-9222,-35994,-47803,-34879,19353,38705,33654,30162,
净资产收益率加权(%),1.11,1.34,-4.22,0.79,1.22,3.7,1.99,17.42,5.98,10.14,9.68,8.82,46.79,0,0,0,0,0,0,0,0,-26.5,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
