报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.09,0.04,-0.22,-0.05,0.06,-0.18,-0.57,0.01,-1.21,0.01,0,0.01,0.01,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.62,3.82,3.82,3.83,3.82,3.82,3.76,3.74,3.63,3.53,3.43,1.39,1.41,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.17,-0.05,0.41,0.22,0.13,0.13,0.06,0.13,0.06,0.17,0.15,0,0.19,0,
主营业务收入(万元),5518,9306,7702,18996,9165,2069,8200,28013,38593,44612,51438,46297,41407,44540,44976,36872,28964,28921,29477,24699,22347,20555,
主营业务利润(万元),836,2745,1478,817,2113,688,-477,2925,1082,6259,8630,6986,7831,8200,7970,9674,8115,8908,10168,8046,7536,7383,
营业利润(万元),-1799,1822,-6239,-5092,-4918,-4724,-13567,-3890,-26516,145,658,-795,158,1109,995,3422,3520,3711,4898,4322,3955,3390,
投资收益(万元),694,--,--,2104,--,--,44,26,10,--,40,--,--,-53,-53,-53,-53,-45,-45,-45,0,0,
营业外收支净额(万元),11,9,1950,2062,5160,-247,336,4139,-471,468,514,1090,--,-152,-195,-150,-115,-141,-171,-63,0,0,
利润总额(万元),-1788,1832,-4289,-3030,241,-4971,-13231,248,-26987,613,1172,296,791,1566,1416,3487,3352,3525,5082,4514,4013,3361,
净利润(万元),-1982,1005,-5073,-1048,1394,-4163,-13017,249,-27761,118,84,197,286,1012,942,2471,2363,2303,3723,3073,2685,2038,
净利润(扣除非经常性损益后)(万元),-1988,1000,-6531,-5106,-3874,-4049,-13353,-3609,-6177,35,65,194,264,1068,890,2280,2426,2398,3433,0,0,0,
经营活动产生的现金流量净额(万元),230,848,918,-6189,7584,-3239,239,-2543,-3955,-1140,9431,5138,3083,3050,1270,2883,1375,3820,3539,2977,0,0,
现金及现金等价物净增加额(万元),-12007,2647,-6099,40291,3493,-20828,-26238,5646,-2878,-83,9428,4922,935,-118,-245,-9295,-13387,-3471,52636,-1653,0,0,
总资产(万元),44332,50234,47876,58412,97850,92160,91669,97403,74921,106847,114078,112558,112276,122981,121966,120429,112282,109235,105027,51126,43833,39401,
流动资产(万元),42687,45629,43002,47805,17887,14295,28502,81767,60306,67802,67365,62099,59935,63951,61029,57756,62897,--,0,0,0,11516,
总负债(万元),2097,6013,5106,10733,27453,22004,20042,12545,14682,18940,26290,24493,24409,34859,35076,33904,28193,27513,25568,29721,22755,26327,
流动负债(万元),1624,5540,5105,10732,27207,18256,19626,12251,14344,18584,25895,23960,23850,34433,34408,33485,26956,--,0,0,0,12892,
股东权益不含少数股东权益(万元),41002,42993,41988,47061,48109,46715,47378,60395,60146,87906,87788,88064,87867,87895,86527,86043,83571,81205,78902,20851,21078,13073,
净资产收益率加权(%),-4.72,2.36,-11.39,-2.2,2.94,-9.19,-24.16,0.41,-37.5,0.13,0.1,0.22,0.33,1.16,1.09,2.91,2.87,2.88,9.09,13.59,18.31,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
