报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.43,1.08,0.77,0.68,0.35,0.32,0.3,0.28,0.37,
每股净资产(元),--,--,--,--,--,2.87,2.65,2.4,2.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.62,0.51,0.59,0.35,
主营业务收入(万元),322797,303165,251183,92004,36444,32884,31546,30379,27982,
主营业务利润(万元),87884,120855,96535,39875,16359,12428,11284,10591,11222,
营业利润(万元),22970,43726,33395,21167,8457,6298,5798,5371,7322,
投资收益(万元),-1721,7215,280,205,287,-46,-39,-46,--,
营业外收支净额(万元),-149,-205,677,690,254,103,112,74,139,
利润总额(万元),22821,43521,34072,21856,8711,6400,5909,5445,7461,
净利润(万元),21469,37780,26956,17014,7136,5189,4841,4475,6081,
净利润(扣除非经常性损益后)(万元),17169,31358,23343,16770,6935,5099,4741,4220,5770,
经营活动产生的现金流量净额(万元),25641,-64115,5756,23724,11226,10017,8193,9496,5697,
现金及现金等价物净增加额(万元),-35806,-16808,-47556,133516,12584,-8140,7939,2596,-1458,
总资产(万元),714202,692988,615674,518973,92667,61232,64171,79376,57391,
流动资产(万元),417824,418194,333494,322655,33891,10936,17776,12334,9075,
总负债(万元),314475,292799,237028,158053,15470,14624,21131,40507,22187,
流动负债(万元),298118,265166,215939,138374,13203,8587,9649,17872,13140,
股东权益不含少数股东权益(万元),395018,395664,366589,355086,77207,46621,43056,38887,35221,
净资产收益率加权(%),5.28,9.89,7.48,11.33,10.51,11.64,11.81,12.12,18.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
