报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.74,0.65,0.69,0.67,0.74,0.61,0.54,0.51,0.32,0.19,
每股净资产(元),--,--,--,3.34,3.08,2.71,2.41,1.73,1.22,1.03,
每股经营活动产生的现金流量净额(元),--,--,--,1.04,1.41,1.19,1.27,0.63,0.52,0.22,
主营业务收入(万元),642688,509430,429223,376886,409380,386939,353283,191262,92166,87866,
主营业务利润(万元),97787,92262,84758,79215,79208,78051,72514,37221,24378,18331,
营业利润(万元),69025,62117,60420,57864,58406,53349,49278,28787,15594,8785,
投资收益(万元),6238,4007,2784,3198,8219,3320,2709,2783,2027,624,
营业外收支净额(万元),-753,-91,-162,-367,1862,-408,-314,-273,-163,-46,
利润总额(万元),68273,62027,60258,57497,60269,52941,48963,28514,15431,8739,
净利润(万元),41152,36206,34741,33714,36918,30539,26837,18197,11352,6751,
净利润(扣除非经常性损益后)(万元),39252,34448,34564,33895,32311,30807,27699,17994,10745,7294,
经营活动产生的现金流量净额(万元),87042,63144,58879,52187,70421,59409,63396,22535,18616,7791,
现金及现金等价物净增加额(万元),31300,-26736,47302,-1941,-823,-4327,13741,7308,-17720,14401,
总资产(万元),704332,547963,520046,434063,430329,432175,414005,180696,132637,135245,
流动资产(万元),228771,171198,160968,86630,87872,97781,98735,55877,33584,48343,
总负债(万元),331190,239195,234284,213193,227043,250621,253763,106139,81883,93070,
流动负债(万元),244311,176284,168894,136490,132736,148411,141546,48809,31353,26040,
股东权益不含少数股东权益(万元),314968,258631,239134,167227,153849,135384,120292,62225,44044,37164,
净资产收益率加权(%),13.62,14.71,21.01,21.42,26.24,24.57,24.72,34.23,26.89,19.98,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
