报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.45,0.35,0.61,0.93,0.73,--,--,--,
每股净资产(元),--,--,--,3.68,2.7,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.19,-0.3,--,--,--,
主营业务收入(万元),63584,53126,45129,44667,30632,15665,12716,6950,
主营业务利润(万元),29954,23921,22182,22503,15496,10395,8028,4759,
营业利润(万元),7092,5473,5187,5749,4268,2306,2145,886,
投资收益(万元),445,1103,95,19,68,--,--,--,
营业外收支净额(万元),21,23,192,1778,703,1172,394,773,
利润总额(万元),7113,5496,5379,7527,4971,3478,2539,1659,
净利润(万元),6205,4848,4601,6386,4301,3123,2202,1451,
净利润(扣除非经常性损益后)(万元),5406,3677,3930,5724,4005,3022,2099,1162,
经营活动产生的现金流量净额(万元),11189,3746,3153,1328,-2044,4063,-455,319,
现金及现金等价物净增加额(万元),2329,-4496,10760,1610,1579,2859,941,568,
总资产(万元),107638,88776,80177,46133,37656,16644,12806,6749,
流动资产(万元),93556,82361,77166,44260,34999,15270,11682,6296,
总负债(万元),41420,27797,21699,20937,19204,6959,6244,2750,
流动负债(万元),41178,27624,21343,20362,18605,6180,5426,2750,
股东权益不含少数股东权益(万元),66218,60979,58479,25196,18452,9685,6562,4000,
净资产收益率加权(%),9.81,8.17,12.61,29.5,32.95,38.45,42.68,44.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
