报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.87,0.33,0.19,0.26,0.25,0.33,0.63,1.02,0.91,1.02,0.92,0.56,
每股净资产(元),--,--,--,--,--,--,--,--,8.09,4.06,3.05,2.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.08,1.01,1.4,0.7,
主营业务收入(万元),173660,94372,66263,71298,81232,75191,71064,64548,65495,56679,45117,36761,
主营业务利润(万元),111798,42827,16767,19341,22698,20436,19038,15467,13190,11503,10333,7170,
营业利润(万元),49952,22208,10743,13066,12691,15659,14984,11969,9402,8306,7394,4663,
投资收益(万元),-1511,-594,-962,-518,-196,947,473,-80,--,3,25,0,
营业外收支净额(万元),85,-18,-12,793,227,962,876,975,358,1135,980,437,
利润总额(万元),50037,22190,10731,13859,12918,16621,15860,12944,9760,9442,8375,5100,
净利润(万元),34484,12971,7683,9746,9504,12231,11698,9582,7254,7106,6411,3930,
净利润(扣除非经常性损益后)(万元),31793,9788,6402,8466,8719,10695,10682,8853,6990,6253,5620,3491,
经营活动产生的现金流量净额(万元),70798,24350,6462,15103,19580,7425,17029,13013,10059,7058,9780,4932,
现金及现金等价物净增加额(万元),14140,587,5979,-2674,13864,-7747,-18359,976,27200,-18,1331,682,
总资产(万元),302097,266263,194921,199957,145067,145094,111083,96830,88850,68042,46161,34759,
流动资产(万元),87345,63762,79863,88211,64388,73645,67625,58125,52854,31547,23879,16760,
总负债(万元),144979,77911,30339,45400,38879,48550,25038,16483,13171,39592,24816,19826,
流动负债(万元),101533,77910,30339,44100,37579,47250,23738,16483,13171,33092,24816,19826,
股东权益不含少数股东权益(万元),149301,179850,159951,150255,104481,94977,84616,79090,75679,28450,21345,14933,
净资产收益率加权(%),19.79,7.89,4.98,8.52,9.53,13.64,14.46,12.47,15.41,28.54,35.34,30.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
