报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),2.77,1.92,2.57,2.01,1.86,1.82,1.34,
每股净资产(元),--,--,--,11.68,11.23,8.01,6.25,
每股经营活动产生的现金流量净额(元),--,--,--,2.09,2.08,0.51,2.03,
主营业务收入(万元),90451,69121,49781,34348,29216,26443,26212,
主营业务利润(万元),73684,52558,38326,26929,23511,19607,21667,
营业利润(万元),30956,22072,14141,8295,7668,7393,5766,
投资收益(万元),97,-14,14,563,28,-12,-34,
营业外收支净额(万元),66,260,329,3377,2394,1731,1454,
利润总额(万元),31022,22332,14470,11672,10062,9124,7220,
净利润(万元),29510,20475,13233,10056,8824,7834,5726,
净利润(扣除非经常性损益后)(万元),29029,19745,12365,8768,8478,7171,8529,
经营活动产生的现金流量净额(万元),26407,22614,21036,10461,10415,2555,10128,
现金及现金等价物净增加额(万元),17606,6851,60026,2980,18776,-433,3747,
总资产(万元),211897,213412,163874,84627,67153,44754,37878,
流动资产(万元),182824,184054,143498,68133,56210,34960,29548,
总负债(万元),59936,84025,49959,26217,13811,10381,11154,
流动负债(万元),58122,82481,48889,25091,12785,9402,10022,
股东权益不含少数股东权益(万元),151961,129387,113915,58410,53342,34373,26724,
净资产收益率加权(%),21.06,16.95,20.09,18.41,20.33,26.44,26.52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
