报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.07,0.09,0.13,0.11,0.03,-3.44,-1.4,-1.71,-0.08,0.17,0.27,0.25,0.29,0.08,0.01,
每股净资产(元),--,--,--,--,--,--,--,--,3.17,3.37,2.04,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.13,-0.24,0.08,0.04,0.27,0.13,--,
主营业务收入(万元),926543,952279,319940,330197,251206,390690,489755,398843,722034,672498,755483,749799,546053,416086,301792,
主营业务利润(万元),137004,159254,49187,51006,-21864,-106430,-86422,-100072,107084,124640,134898,130756,111642,81242,53158,
营业利润(万元),56381,58616,48310,35959,-302207,-768250,-304206,-278903,-29592,24273,29698,43577,41283,15285,2174,
投资收益(万元),1669,1497,905,18168,-59,-3,90,-217,826,106,9,-235,3678,--,3,
营业外收支净额(万元),7890,3426,-3546,176,311849,-19573,-11662,-5684,12849,3344,6000,-8111,--,-563,-241,
利润总额(万元),64271,62042,44764,36135,9642,-787823,-315868,-284587,-16743,27617,35697,35466,41779,14722,1933,
净利润(万元),49843,48150,44531,35832,9388,-789753,-320748,-288905,-14012,27979,38025,34666,41056,10676,646,
净利润(扣除非经常性损益后)(万元),9582,39340,7513,7043,-324597,-656680,-309174,-283382,-24221,19138,26026,38746,33121,10705,--,
经营活动产生的现金流量净额(万元),-36946,100222,-37952,10218,-197785,-91037,-57264,-159946,-190545,-40589,10435,4890,36940,16302,2908,
现金及现金等价物净增加额(万元),-106278,297116,-43935,336675,8906,-34702,-109827,-71496,-83394,54211,-17138,145529,51612,30599,11288,
总资产(万元),2779416,2843149,1360641,1323238,1382131,1524568,1990553,2160518,2282879,2083567,1776772,1526458,1008516,740704,601707,
流动资产(万元),1921788,2015388,954420,901168,609283,719127,1003007,1208770,1396807,1349723,1175318,1100520,656640,489557,415245,
总负债(万元),1489579,1636776,1241829,1248284,1342771,2132147,1808812,1658801,1740904,1516815,1487532,1276309,778819,597117,490077,
流动负债(万元),1039245,1164801,1186801,1159811,1170230,1777122,1359504,1075758,1096063,922752,1023791,946511,637067,483116,391700,
股东权益不含少数股东权益(万元),1234439,1158175,118812,74955,39360,-607650,181660,501635,536015,560989,283479,245174,229316,143274,111382,
净资产收益率加权(%),4.14,12.62,46.03,62.56,--,--,-93.97,-73.78,-2.54,5.32,14.39,14.88,22.02,8.86,0.63,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
