报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.32,0.1,0.23,-1.44,-1.08,0.12,-0.81,-0.62,0.07,0.07,0.02,0.03,0.87,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.72,4.65,4.62,4.61,5.62,4.27,3.85,3.53,3.42,3.15,3.06,3.02,2.55,2.38,3,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.16,-0.14,0.14,0.45,1.27,1.18,1.21,0.48,0.05,0.24,0.68,0.4,-0.09,0.03,--,--,--,--,
主营业务收入(万元),88439,160683,229031,389579,757739,592657,560706,716061,543925,278453,226997,264537,271333,206362,150801,114613,78511,58718,42168,36882,30078,27597,27128,23863,31377,16847,
主营业务利润(万元),51961,49363,-4348,-13078,-116,53216,17252,20310,46671,37939,34192,29466,76850,43232,29392,19672,12370,15404,12863,9735,7147,6944,4710,--,--,--,
营业利润(万元),18274,5242,9439,-70611,-52474,4296,-48001,-39972,1221,4202,-1255,-4202,47872,18273,10368,5017,4429,8176,6652,5982,4703,6182,5363,--,--,--,
投资收益(万元),--,--,7732,--,--,3223,55,126,90,39,73,--,--,0,0,28,38,175,45,448,749,619,13,--,--,--,
营业外收支净额(万元),-679,-261,-195,575,392,607,1220,-350,1410,-541,4056,292,--,-623,-359,-193,-120,62,-186,-239,-98,--,0,--,--,--,
利润总额(万元),17595,4981,9244,-70036,-52082,4903,-46781,-40321,2631,3660,2801,-3910,48039,17475,10010,4852,4347,8413,6512,6190,5355,7136,5465,--,--,--,
净利润(万元),14982,4851,10610,-67491,-50522,5859,-37958,-29001,3212,3338,1064,1377,32957,13261,6845,3227,2972,5704,5604,5144,4592,6164,5465,2694,7061,2088,
净利润(扣除非经常性损益后)(万元),15710,9678,-43642,-67969,-50837,2241,-38925,-28620,2183,3835,-5281,-3424,32440,13666,7002,3293,3007,5503,5595,5144,3990,--,--,--,--,--,
经营活动产生的现金流量净额(万元),47856,77182,-8058,5554,1400,35664,-35260,2209,-7262,-6631,6376,21041,49549,36586,37663,14935,1670,6600,18880,11060,-2239,700,--,--,--,--,
现金及现金等价物净增加额(万元),-44818,9217,8748,-5818,-16657,11866,-16671,8152,-8786,20003,-9714,-24113,5386,14806,-3857,9001,15116,-13503,-7396,17016,-11715,-4394,--,--,--,--,
总资产(万元),855284,918075,200421,515165,577652,590473,671932,718279,720607,630743,461443,433466,419447,344376,275741,263372,225664,159578,140846,130390,107433,88507,79653,--,--,--,
流动资产(万元),60598,97216,69850,128348,160611,149726,154621,196531,239047,183484,93824,85103,112242,81352,67087,72847,55208,--,0,0,0,50883,46855,--,--,--,
总负债(万元),733753,813428,130637,462469,454804,414993,523697,521488,488512,401727,244292,216488,198870,210829,155432,152784,118430,71460,53354,44480,41240,28424,25734,--,--,--,
流动负债(万元),217156,263315,124069,428459,411410,378727,443251,451334,456480,345312,181913,181121,135866,143209,111761,118310,76930,--,0,0,0,27938,24334,--,--,--,
股东权益不含少数股东权益(万元),121530,104646,68272,53906,121406,171997,156146,194449,221620,218406,216622,216427,219929,132868,119604,109872,106484,87368,85085,84007,64354,60083,53919,16096,15496,8409,
净资产收益率加权(%),13.36,2.76,17.92,-76.99,-34.43,3.44,-21.65,-13.89,1.46,1.53,0.49,0.63,16.56,10.51,6.03,2.94,3.07,6.49,6.54,6.36,0,10.26,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
