报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.68,0.88,0.92,0.78,0.6,0.5,0.48,0.41,
每股净资产(元),--,--,--,2.85,2.39,2.11,1.71,1.67,
每股经营活动产生的现金流量净额(元),--,--,--,0.97,0.55,0.6,0.47,0.57,
主营业务收入(万元),20450,18330,17743,15545,13227,12161,10266,9912,
主营业务利润(万元),10731,9276,9265,7687,6103,5124,4568,4274,
营业利润(万元),9532,8175,6969,5460,3959,2803,2715,2541,
投资收益(万元),1097,1408,180,100,99,--,--,--,
营业外收支净额(万元),17,28,66,30,284,683,631,228,
利润总额(万元),9549,8203,7035,5490,4243,3485,3346,2769,
净利润(万元),8215,7032,6005,4684,3611,2982,2869,2370,
净利润(扣除非经常性损益后)(万元),6942,5634,5795,4574,3285,2402,2332,2162,
经营活动产生的现金流量净额(万元),8506,6358,6373,5803,3276,3581,2798,3408,
现金及现金等价物净增加额(万元),2719,-548,-1946,2694,-4498,6470,-2243,-797,
总资产(万元),58245,50312,45835,19360,16161,14517,12102,9771,
流动资产(万元),48175,43340,39987,13381,10454,10653,8191,5741,
总负债(万元),4074,2575,2130,2277,1818,1840,1864,1802,
流动负债(万元),3826,2384,2000,2127,1668,1690,1734,1672,
股东权益不含少数股东权益(万元),54171,47737,43705,17083,14343,12676,10239,7970,
净资产收益率加权(%),16.14,15.55,25.3,30.46,26.08,25.91,31.51,36.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
