报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.6,0.49,0.72,0.62,0.98,0.94,0.8,0.7,--,
每股净资产(元),--,--,--,--,--,5.33,4.84,4.03,3.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.85,1.64,1.62,0.56,
主营业务收入(万元),388462,330395,244214,181769,128463,108673,98011,95418,70518,
主营业务利润(万元),99149,89846,61835,48475,30727,24786,22561,19687,16405,
营业利润(万元),52111,49458,32922,26673,14151,11391,10121,8531,6843,
投资收益(万元),-997,-646,1309,288,581,-158,--,--,--,
营业外收支净额(万元),-458,-7128,-344,397,436,484,201,265,62,
利润总额(万元),51653,42330,32578,27070,14587,11875,10322,8796,6905,
净利润(万元),46275,38049,28182,23207,12654,10316,8853,7750,5936,
净利润(扣除非经常性损益后)(万元),45067,44059,27003,22443,11978,10045,8568,7557,5892,
经营活动产生的现金流量净额(万元),73791,49673,35781,21314,1881,20385,18089,17768,6197,
现金及现金等价物净增加额(万元),-21074,14094,3426,15812,14714,-7469,2954,4675,6842,
总资产(万元),699232,539826,409130,236174,198296,128519,108143,106757,91182,
流动资产(万元),295743,258397,262645,148518,129566,76477,69769,67681,53555,
总负债(万元),366656,242242,139380,91404,73490,69943,54932,62400,54573,
流动负债(万元),362993,239742,137785,90434,72807,69783,54581,61247,53114,
股东权益不含少数股东权益(万元),332576,297584,269750,144770,124805,58576,53210,44357,36609,
净资产收益率加权(%),14.03,13.59,14.67,17.4,13.81,18.46,18.15,19.14,19.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
