报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.22,0.17,0.18,0.17,0.12,0.09,0.06,0.07,0.07,0.14,0.14,--,0.42,0.37,
每股净资产(元),--,--,--,--,--,--,--,--,4.69,4.66,4.62,4.48,4.38,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.29,0.36,0.69,0.43,0.68,--,
主营业务收入(万元),424361,403930,376361,354299,351697,352378,334914,347483,356268,305287,282781,322725,373315,337846,
主营业务利润(万元),158724,124776,109511,107986,110669,109672,108778,115797,117420,95819,89346,83770,96753,83957,
营业利润(万元),58564,46189,24595,2835,6177,6479,3367,2103,3250,11141,11247,4710,23384,20641,
投资收益(万元),67,--,--,--,--,--,24,10,25,--,0,--,110,--,
营业外收支净额(万元),209,290,1079,13474,6501,2393,2688,6106,3716,398,3,2288,599,-294,
利润总额(万元),58773,46478,25674,16309,12679,8872,6055,8209,6966,11539,11250,6998,23983,20347,
净利润(万元),49748,36643,18536,11389,8316,6039,4124,5096,5018,9131,8569,5999,21173,17171,
净利润(扣除非经常性损益后)(万元),36080,13199,3402,958,4720,4662,1723,-284,2203,8786,8563,--,20402,--,
经营活动产生的现金流量净额(万元),75802,43000,49471,102232,72209,116724,121967,50022,19564,24577,42187,26089,41420,21523,
现金及现金等价物净增加额(万元),60311,282029,24545,7254,-68820,30930,4799,5635,-8499,20473,-2570,-15251,17205,3549,
总资产(万元),1202073,1219305,1130448,661487,648494,628454,574454,570066,548407,541947,469307,483381,474946,346167,
流动资产(万元),591949,791434,689965,208693,163782,190910,175626,174674,177347,185131,119883,125068,155526,141715,
总负债(万元),338978,392737,331230,303922,305249,292194,243669,242894,227718,222845,185609,208277,205976,176247,
流动负债(万元),225516,274819,211365,182813,156817,149874,110427,211793,222722,219551,182670,205334,182832,139521,
股东权益不含少数股东权益(万元),857652,821968,794669,353102,339149,332358,327339,323895,318799,317182,281832,273263,267264,151706,
净资产收益率加权(%),5.97,4.55,2.59,3.3,2.48,1.83,1.27,1.59,1.58,3.15,3.09,--,11.45,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
