报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.51,0.33,0.22,0.32,0.35,0.34,0.3,0.19,0.15,0.41,0.43,0.32,0.37,0.51,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,2.94,2.4,2.45,3.13,5.57,2.62,2.91,2.21,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.37,0.22,0.48,0.33,-1.18,1.28,1.34,1.51,
主营业务收入(万元),556018,409886,340670,268257,182710,144595,111544,99916,95982,97098,89119,55276,60388,46760,41750,42202,33371,
主营业务利润(万元),133420,87302,65791,62558,39274,26303,22940,20087,19140,20660,19378,12765,10942,6803,6165,5965,5214,
营业利润(万元),62813,39222,27257,25977,16475,8758,7108,4497,4281,8031,8135,4439,3675,1832,1548,1679,1841,
投资收益(万元),25858,-209,-244,743,760,247,-109,-351,-121,-145,-3,-10,-3,0,--,0,0,
营业外收支净额(万元),-197,107,-101,-526,1461,384,388,242,279,326,322,846,329,--,32,0,0,
利润总额(万元),62617,39328,27156,25451,17936,9142,7496,4739,4560,8357,8457,5285,4004,2089,1834,1869,1763,
净利润(万元),53352,33083,22219,21002,14429,8063,6509,4052,3342,6956,7238,4494,3680,2076,1854,1710,1644,
净利润(扣除非经常性损益后)(万元),38274,19846,20937,20114,12970,7653,6432,4216,3001,6845,7130,3764,3348,1562,1748,1417,1600,
经营活动产生的现金流量净额(万元),64790,40448,24028,20679,18760,14411,11088,9270,11063,6292,3754,6716,3291,-5898,4100,3058,3454,
现金及现金等价物净增加额(万元),43499,33208,1764,11705,-11458,27843,124,-1135,-460,3154,526,2901,-3454,9018,546,-192,560,
总资产(万元),680874,512165,394904,320903,271527,162871,98359,89186,88037,86444,70593,50850,46672,49015,28912,28922,26011,
流动资产(万元),467478,333796,235228,189089,164901,107970,65834,59826,59982,65161,52738,36032,31740,37536,19619,21334,20688,
总负债(万元),326006,248648,168267,113458,87443,65648,42498,37719,37697,36266,29570,16507,15323,21147,20542,22139,20956,
流动负债(万元),303362,176910,167191,111913,86267,64841,41983,37149,37267,36056,29295,16117,13713,17787,20215,22139,19356,
股东权益不含少数股东权益(万元),346368,251038,213441,193497,171377,96897,55402,50841,49577,49388,40388,34343,31348,27868,8370,6626,5046,
净资产收益率加权(%),19.04,13.92,10.95,11.5,9.74,9.52,12.28,8.11,6.79,15.5,18.55,13.79,12.39,11.43,24.54,29.31,39.79,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
