报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.4,0.51,0.98,0.83,0.59,0.93,0.91,
每股净资产(元),--,--,--,2.95,2.51,1.83,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,0.59,0.85,0.73,0.35,
主营业务收入(万元),30598,28588,25375,18832,15422,15894,8761,
主营业务利润(万元),12589,11269,11891,9290,7721,8387,4741,
营业利润(万元),4736,4371,6970,6153,4053,6363,3559,
投资收益(万元),1480,454,416,348,217,76,81,
营业外收支净额(万元),133,48,237,95,216,178,78,
利润总额(万元),4869,4419,7207,6248,4269,6541,3638,
净利润(万元),4941,4431,6421,5405,3536,5607,3117,
净利润(扣除非经常性损益后)(万元),1125,3887,5826,5026,3170,5391,2982,
经营活动产生的现金流量净额(万元),7533,2422,4322,3832,5567,4365,2084,
现金及现金等价物净增加额(万元),262,-5814,25294,-99,817,156,-1248,
总资产(万元),70693,58187,54202,24037,19198,13689,8138,
流动资产(万元),45970,41815,50336,21400,18455,12732,7302,
总负债(万元),14762,8246,5337,4204,2660,2731,1387,
流动负债(万元),13942,7602,4667,3486,1940,2731,1387,
股东权益不含少数股东权益(万元),55220,50022,48634,19255,16350,10958,6751,
净资产收益率加权(%),9.39,9.03,28.53,31.46,29.98,64.17,44.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
