报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.07,1.07,1.09,0.75,0.55,0.59,0.32,0.45,
每股净资产(元),--,7.02,6.19,5.34,4.66,4.18,3.65,3.38,
每股经营活动产生的现金流量净额(元),--,1.08,0.76,0.77,0.91,1.1,0.48,0.67,
主营业务收入(万元),52958,57822,53189,36460,30347,35468,32394,28819,
主营业务利润(万元),15693,17353,17780,12938,9825,11334,8945,8643,
营业利润(万元),7633,8303,8016,5188,3418,3977,1691,2285,
投资收益(万元),27,17,18,--,-2,-1,--,--,
营业外收支净额(万元),-55,-646,-126,278,579,356,685,976,
利润总额(万元),7579,7656,7891,5466,3997,4333,2376,3261,
净利润(万元),6746,6730,6887,4733,3467,3732,2043,2863,
净利润(扣除非经常性损益后)(万元),5794,7042,6911,4734,3248,3701,1722,2296,
经营活动产生的现金流量净额(万元),7824,6810,4786,4884,5763,6963,3060,4207,
现金及现金等价物净增加额(万元),-773,1034,1017,30,300,886,-11,-1353,
总资产(万元),62250,58086,54937,46372,39181,38776,38492,36597,
流动资产(万元),29939,28533,28143,21165,16434,17175,17313,14704,
总负债(万元),12970,13728,15863,12658,9728,12373,15469,15235,
流动负债(万元),12333,13321,15393,12603,9659,12291,15373,15125,
股东权益不含少数股东权益(万元),49280,44357,39074,33714,29453,26402,23023,21362,
净资产收益率加权(%),14.52,16.16,19.27,15.02,12.46,15.17,9.26,14.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
