报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.06,-0.11,-0.12,0.07,-0.07,-0.08,0.04,0,-0.1,0.02,-0.43,-0.55,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.41,0.5,0.46,0.89,1.44,1.42,1.42,1.41,1.35,1.24,1.03,1.01,0.52,1.09,1.73,1.69,2,2.22,2.84,1.61,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.01,-0.21,0.19,-0.06,0.03,0,0.04,0.04,0.18,0.05,0.11,-0.01,-0.01,0.01,--,--,--,--,--,--,--,
主营业务收入(万元),13416,9538,6739,6725,1337,1837,2628,7682,9089,15199,17831,19746,31909,22794,22249,27376,25594,24951,17522,2204,-3006,-5242,16994,-9839,4835,13893,31992,17663,4170,
主营业务利润(万元),8349,6170,1713,2090,125,459,-167,2465,1458,3040,1724,2295,5303,6301,7199,10255,10518,9919,8130,-102,-4928,-3646,87,-9916,-903,5890,18393,7883,1496,
营业利润(万元),1659,-3466,-3581,1404,-2396,-2555,-2669,-1496,-3313,517,-13359,-16867,139,727,1473,4493,4390,3799,2781,2723,-5878,-18619,157,-9916,-903,5890,14624,6630,1496,
投资收益(万元),4100,15,48,2491,--,33,13,--,-196,3237,-20,-105,1006,-229,-1023,-1171,-885,-751,-1020,5551,177,-258,1025,161,-7,52,656,193,0,
营业外收支净额(万元),86,-119,3,1878,243,-47,4872,1609,284,82,175,--,325,8,0,-24,5,58,-159,-5748,-46,--,0,0,0,0,0,--,--,
利润总额(万元),1745,-3585,-3579,3282,-2153,-2602,2203,114,-3029,599,-13184,-16903,463,506,450,3297,3510,3105,1602,2526,-5746,-19048,1207,-9712,-911,5861,15037,6784,1493,
净利润(万元),1881,-3519,-3712,2176,-2122,-2615,1380,136,-2990,646,-13466,-17006,367,223,205,2980,3185,2904,509,2826,-5662,-18964,1038,-9696,-911,5635,12880,6784,1269,
净利润(扣除非经常性损益后)(万元),-2826,-3464,-3799,-2155,-2365,-2576,-2270,-1192,-3260,-2834,-13811,-16353,160,-581,226,3137,3053,2387,668,8274,-5625,--,--,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),1452,-1519,-4740,-1460,-1717,-3260,-1174,-428,-312,-6395,6028,-1859,922,72,1140,1331,5575,1583,3422,-336,-193,332,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),1038,-10756,7701,4280,2007,-121,1968,-1939,1162,-2760,1063,-4274,2713,-1828,1588,-1726,52,2975,2698,603,-187,-280,--,--,--,--,--,--,--,
总资产(万元),26833,34271,40478,30119,12276,10663,12589,22839,27647,28682,41224,53652,68131,63748,64802,60388,59575,62007,60098,59705,47949,63105,74386,76694,86103,83110,78234,45524,22341,
流动资产(万元),14359,14645,23798,17568,6090,3596,4678,4435,7417,8183,16823,21498,24286,30009,30469,27746,25702,--,--,27356,0,41088,52576,53826,73654,69288,63884,39248,14676,
总负债(万元),15387,23495,27634,22143,13726,9961,12232,9686,14609,12569,26795,25836,23231,19370,20216,16003,17225,23277,27869,21130,30596,27836,19273,22585,23685,22514,22874,28090,11385,
流动负债(万元),14960,22638,25198,21617,13576,9811,11380,9536,14459,12419,26645,25686,23025,19211,20066,15853,17125,--,--,21030,0,27236,18673,21985,23585,22414,22774,25790,11385,
股东权益不含少数股东权益(万元),1841,-1025,2464,527,-1651,471,106,12763,12627,15617,14260,27816,44900,44378,44166,43961,41915,38730,32229,31497,16179,34010,53759,52721,62418,60596,55360,17434,10934,
净资产收益率加权(%),-1890.55,0,--,-386.68,--,-493.66,-86,1.07,-21.18,4.24,-63.87,-46.82,0.82,0.5,0.47,6.97,7.9,8.62,1.6,11.27,0,-44,--,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
