报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.43,0.2,0.29,0.34,0.64,0.73,0.86,1.06,1.02,0.91,0.79,0.72,0.8,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.9,4.28,3.67,3.2,4.1,3.56,3.14,2.86,2.75,2.56,2.5,2.44,0.2,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.03,1.28,1.23,0.88,1.4,1.25,0.87,0.64,0.63,0.44,0.1,0.44,--,--,--,
主营业务收入(万元),837198,667096,532639,280543,280429,336262,409205,446054,445847,358574,295920,261976,229102,176267,154304,117503,100605,90445,97952,94574,77830,82048,91785,
主营业务利润(万元),234209,70363,105055,95366,33004,35331,41303,51106,90680,73704,63099,59728,52626,33178,29620,22333,18428,19285,19676,17098,15336,16233,18354,
营业利润(万元),234209,70363,105055,118791,33004,35331,41303,51106,48297,43536,37828,34172,28372,21323,13323,8843,5965,5291,5191,4337,2937,5084,5339,
投资收益(万元),211083,179645,94263,43807,8861,6610,4028,4321,487,-9,137,779,186,243,398,-485,303,-307,201,-2,361,173,439,
营业外收支净额(万元),-1788,4651,4567,2305,-1654,125,383,611,704,-21,141,-47,--,-52,-35,20,48,27,97,133,780,--,--,
利润总额(万元),232421,75014,109623,121096,31349,35456,41686,51717,49001,43515,37970,34125,28292,21514,13687,8378,6316,5011,5489,4468,4078,5258,5776,
净利润(万元),117889,44998,63332,62050,22906,26269,30889,38162,36710,32719,28515,25714,19101,14118,9545,5229,4212,3832,3836,3790,3505,4483,4930,
净利润(扣除非经常性损益后)(万元),23618,42368,61115,56164,19668,22585,28105,34793,35810,32734,27841,25151,19155,14001,9144,5496,3925,3453,3653,3749,--,--,--,
经营活动产生的现金流量净额(万元),338153,32118,-952524,-583573,10607,5682,31958,41845,72727,45776,43997,31522,33398,29872,20931,15232,15079,10429,2382,10559,6099,--,--,
现金及现金等价物净增加额(万元),651589,250009,-338128,1415737,-24381,-110846,-35892,40694,25319,31055,32098,22336,28989,25428,16731,7818,11002,3654,2452,20712,506,--,--,
总资产(万元),11453379,9690139,7674018,6685289,331845,344506,360800,356009,340029,290781,225560,197302,171915,144508,119595,103781,99556,80874,75561,99741,72674,64340,66783,
流动资产(万元),--,--,--,4155610,257781,267562,297828,314425,287056,230672,192939,162009,134126,103506,76151,58790,52126,--,0,0,30554,26164,29037,
总负债(万元),9120825,7715852,5839758,4932076,109350,126969,151588,159726,163952,137053,93781,82192,73710,59289,44433,35304,33527,19422,15608,41317,39394,32772,37916,
流动负债(万元),--,--,--,2888312,108598,126059,150769,158431,161599,134699,93263,82084,73220,58959,44173,34973,33089,--,0,0,40021,33496,37637,
股东权益不含少数股东权益(万元),1703478,1682735,1288745,1247725,222332,217374,209053,196112,175897,153546,131596,114927,98067,85091,75041,68367,65771,61358,59867,58424,33280,31568,28867,
净资产收益率加权(%),7.08,3.31,5,6.33,10.56,12.32,15.48,20.85,22.29,23.24,23.51,24.31,20.82,17.63,13.31,7.82,6.53,6.2,6.36,8.42,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
