报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.04,0.12,0.2,0.14,0.06,0.07,-0.44,0.04,-0.35,0.36,0.34,0.04,-0.58,0.03,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,4.22,3.54,3.2,3.16,3.74,2.83,2.46,2.38,2.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.22,0.68,0.62,0.91,-0.88,0,1.01,1.57,1.33,
主营业务收入(万元),123417,121004,107902,74080,65768,62554,66984,70808,63138,75614,62203,50132,37236,31409,34951,30826,33629,27225,
主营业务利润(万元),23931,28402,26445,18030,14572,14476,5119,8484,8194,13035,11775,7871,2947,3423,9326,7295,9609,8028,
营业利润(万元),2692,8195,11092,5014,2363,1171,-7122,-4456,-5317,3371,3897,1498,-4442,-1062,3038,2343,3701,3643,
投资收益(万元),576,511,352,4,-1,22,--,--,--,--,--,2,--,--,27,32,33,34,
营业外收支净额(万元),-168,-563,-539,-256,731,551,1263,5532,512,832,108,53,-67,--,0,0,0,0,
利润总额(万元),2523,7632,10552,4758,3094,1722,-5858,1076,-4805,4203,4006,1552,-4509,256,2940,2354,3722,3633,
净利润(万元),2530,6799,7074,4717,2224,1144,-6053,570,-4924,2970,2576,322,-4407,175,1671,1506,2336,2318,
净利润(扣除非经常性损益后)(万元),2057,7045,6974,4480,1943,778,-7340,-4950,-5412,1279,2465,267,-4357,-1359,1721,1484,2294,2307,
经营活动产生的现金流量净额(万元),1507,7519,5834,5534,2431,9719,7729,5843,2275,-1878,5090,4650,6894,-6638,4063,5101,7889,5572,
现金及现金等价物净增加额(万元),3223,-734,5281,-3342,-54748,61860,-1643,-2099,-167,160,764,-925,-4775,12308,-28,223,1320,-112,
总资产(万元),366477,356992,317575,255687,217851,263199,154475,123350,125041,104818,76688,68273,70618,67885,50196,38533,34310,35017,
流动资产(万元),119377,120658,93738,80747,71055,124794,57201,60918,62104,45512,35056,33493,34906,35626,19678,16219,12918,12863,
总负债(万元),187745,235283,200815,141803,109184,157130,123089,85237,87779,62256,44506,39069,42332,35030,31423,24140,20175,23357,
流动负债(万元),140018,195586,149968,115022,82677,96026,95026,80379,80899,60338,37554,38340,41614,33546,29887,24054,17175,20357,
股东权益不含少数股东权益(万元),176968,119874,115157,110158,105381,103133,26294,32634,31563,36737,26687,24111,23789,28196,14273,12396,12005,9679,
净资产收益率加权(%),1.62,5.8,6.24,4.38,2.13,2.71,-20.54,1.77,-14.42,7.08,10.14,1.35,-16.96,0.69,12.56,12.66,21.54,26.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
