报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.52,0.52,0.28,0.29,0.4,0.5,0.54,0.75,0.98,0.57,0.45,0.38,
每股净资产(元),--,--,--,--,--,--,4.82,4.61,3.82,2.36,1.85,1.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.28,0.86,0.93,0.22,0.24,0.72,
主营业务收入(万元),116493,86715,54074,35934,34487,30834,33000,29876,32531,18166,16418,14319,
主营业务利润(万元),39985,25995,16925,12682,9501,9829,10359,10045,11447,4322,3482,2308,
营业利润(万元),16093,13645,6226,6636,4924,4976,5633,4791,6477,2864,2547,2150,
投资收益(万元),454,-71,24,-162,-23,-9,374,-32,1,-15,-1,-8,
营业外收支净额(万元),714,-275,217,15,297,-24,1030,2436,2127,0,--,--,
利润总额(万元),16807,13370,6443,6651,5221,4952,6662,7227,8604,3437,3093,2508,
净利润(万元),14004,11086,5479,5341,4897,4486,4901,6737,8253,3560,2684,2182,
净利润(扣除非经常性损益后)(万元),12208,11201,5359,5387,4918,4437,3954,4309,6150,3039,2275,1885,
经营活动产生的现金流量净额(万元),25008,1459,693,-5706,-5511,-877,2497,7745,8346,1447,1423,4181,
现金及现金等价物净增加额(万元),-28740,36177,-5099,2049,-9009,15846,-11536,-2411,9687,94,-3120,5967,
总资产(万元),409556,327393,100794,97824,77641,79837,58423,52437,38980,19711,15466,11127,
流动资产(万元),169387,161284,71348,67443,48440,49571,27627,31274,28864,11389,10027,9558,
总负债(万元),138572,109889,32097,30504,21378,17631,15014,10959,4573,4073,4197,2779,
流动负债(万元),83376,99487,28295,28377,19326,15190,12730,9619,4573,4073,4007,2779,
股东权益不含少数股东权益(万元),270255,216116,67414,66068,55329,60981,41792,39925,34604,15343,11104,8168,
净资产收益率加权(%),5.6,9.36,8.21,9.25,8.42,10.73,12.06,18.24,29.31,27.07,27.86,31.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
