报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.65,0.57,0.49,0.34,0.28,0.23,--,--,
每股净资产(元),--,--,--,2.25,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.51,0.07,0.22,0.69,-0.28,
主营业务收入(万元),384662,331838,236557,179168,167802,156860,164638,148331,
主营业务利润(万元),60230,51633,38678,28215,26286,23678,22069,21327,
营业利润(万元),37537,32481,25744,15841,13333,11590,9917,9095,
投资收益(万元),15,469,182,--,--,--,--,--,
营业外收支净额(万元),36,268,57,435,267,-52,-92,-91,
利润总额(万元),37573,32749,25801,16275,13599,11538,9824,9004,
净利润(万元),28042,24289,19022,11799,9556,7769,7238,6728,
净利润(扣除非经常性损益后)(万元),28013,24035,18829,11473,--,--,--,--,
经营活动产生的现金流量净额(万元),21121,-5264,-9695,17594,2485,7725,23669,-8290,
现金及现金等价物净增加额(万元),-2545,31695,-6376,8026,1137,-10541,7842,-10818,
总资产(万元),241235,229879,167873,116739,113121,101150,117007,120129,
流动资产(万元),199750,195996,140300,88536,83705,70033,83983,85556,
总负债(万元),55994,70205,29049,39009,44516,39344,57270,74699,
流动负债(万元),54935,69795,28865,38929,44500,39344,57266,74699,
股东权益不含少数股东权益(万元),185241,159674,138824,77731,68605,61806,59737,45431,
净资产收益率加权(%),16.45,16.35,17.76,16.27,14.68,12.51,14.21,15.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
