报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.01,0.12,0.49,0.36,0.56,0.4,0.02,-0.08,0.14,0.17,0.17,0.38,0.17,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.05,-0.49,-0.71,-0.88,-1.26,-1.43,0.78,1.75,3.33,3.08,2.98,1.5,1.46,1.25,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.27,0.23,0.13,0.07,0.02,0.07,0.57,0.15,0.01,0.14,-0.09,0.06,0.94,0,
主营业务收入(万元),23375,33302,47112,70813,140169,2990,417,51426,23880,6137,5303,4072,960,8642,58528,99050,44320,30317,14299,10429,9278,12979,
主营业务利润(万元),6307,9614,21058,33444,66257,226,249,2063,12243,3005,2533,1901,-4,3956,11304,16476,6851,6460,4892,3339,3840,4518,
营业利润(万元),-1230,2094,29927,24459,39400,-13541,310,-18340,6446,-707,-3843,-2236,-7669,-14380,-1653,9337,2978,2892,2392,1955,1308,1032,
投资收益(万元),3974,6922,14269,2372,1776,-644,19573,-79,29,49,-272,409,-222,-7639,-2830,-441,-18,-18,-18,-38,-6,-7,
营业外收支净额(万元),1058,4271,4492,3160,2867,19639,495,953,5610,6477,9433,14501,--,-47953,-6746,267,500,-318,-9,-4,0,0,
利润总额(万元),-172,6365,34419,27619,42267,6098,805,-17387,12056,5771,5590,12265,5040,-69973,-11229,9242,3548,2649,2368,2318,2063,1488,
净利润(万元),581,6845,31168,24496,35758,7936,3286,-13323,9261,5358,5146,11705,5073,-55838,-16035,1886,2756,2066,1947,1764,1550,972,
净利润(扣除非经常性损益后)(万元),-620,2551,27151,21041,32225,-11710,-17300,-13620,3709,-772,-4288,-2874,-7257,-7884,-9288,1619,2121,2336,1953,--,0,0,
经营活动产生的现金流量净额(万元),-23630,-18397,9574,34499,83217,-8964,-2809,-70118,24998,7147,3916,2083,700,2157,16212,3383,143,1554,-1064,452,7028,0,
现金及现金等价物净增加额(万元),17765,2266,-47473,41827,-12601,-11551,-797,-125735,148454,3452,332,-94,35,-6414,-17390,17462,5670,-13908,18975,-2612,2367,0,
总资产(万元),240877,243551,242960,221074,211298,143522,148899,405166,393602,82248,34749,35821,34521,43378,137289,171344,118149,76769,59892,30571,24142,21335,
流动资产(万元),124510,166449,181109,184546,176084,52916,67233,194024,196968,6406,4810,4333,28283,32920,122548,141881,72118,0,0,18912,0,17009,
总负债(万元),2014,5268,11355,20695,35460,112678,143896,189958,161801,93858,52560,58902,70761,86338,104512,122374,78985,41590,26494,18791,12804,11948,
流动负债(万元),1544,3054,4173,7931,17964,30122,61174,144991,85171,55858,46596,43473,43092,86279,88533,64842,55242,0,0,18491,0,11948,
股东权益不含少数股东权益(万元),238864,237987,231142,199974,175477,24277,-3424,179840,192869,-14954,-21737,-26960,-38627,-43700,22244,38413,36656,33900,32822,11276,10936,9387,
净资产收益率加权(%),0.24,2.91,13.48,13.05,22.43,77.48,--,-7.15,27.02,--,--,--,0,0,-52.75,5.02,7.74,6.15,7.64,--,15.24,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
