报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.03,0.04,-0.06,0.03,0.03,0.04,0.11,0.15,0.45,0.44,0.33,0.28,
每股净资产(元),--,--,--,--,--,--,--,--,5.42,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.23,0.31,0.61,0.15,
主营业务收入(万元),109467,101536,113398,87722,90435,83814,82575,71532,85504,77954,61413,61349,
主营业务利润(万元),27729,19688,25310,24254,25887,21209,22352,20704,26025,25472,19512,16250,
营业利润(万元),2969,4506,-5602,1642,1340,1816,4385,6538,9269,10438,8316,5842,
投资收益(万元),734,14937,739,729,690,955,145,55,--,1,4,--,
营业外收支净额(万元),432,12,1294,1975,775,734,899,444,3015,899,441,991,
利润总额(万元),3402,4518,-4307,3617,2115,2550,5284,6982,12284,11337,8758,6833,
净利润(万元),2663,3725,-5926,2410,2317,1856,4380,6083,10034,8872,6546,5514,
净利润(扣除非经常性损益后)(万元),834,-9500,-7632,94,973,493,3538,5707,7493,8081,6050,4606,
经营活动产生的现金流量净额(万元),5279,3238,-476,7433,4351,-3762,2899,10094,6021,6100,12271,3050,
现金及现金等价物净增加额(万元),-7285,20621,-3964,3176,-6538,-20492,-25009,-8627,80439,-10062,13502,-2207,
总资产(万元),197922,195996,212261,195721,194442,194121,194565,178279,179323,89557,77542,68503,
流动资产(万元),128747,121751,137055,118218,112801,117430,130370,127537,134219,49010,42889,32692,
总负债(万元),39099,39428,50687,33904,33566,38836,39584,28321,26242,29312,26951,25092,
流动负债(万元),35243,34395,46897,31807,31360,37209,37841,27422,25320,27185,26659,24986,
股东权益不含少数股东权益(万元),150026,148334,144305,150231,149261,146944,147091,142710,144610,52431,43559,37012,
净资产收益率加权(%),1.78,2.55,-4.02,1.61,1.56,1.26,3.02,4.23,11.83,18.49,16.25,16.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
