报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.05,-0.55,-0.45,0.16,-5.88,-1.97,0.08,-1.7,0.28,0.39,0.57,0.66,0.78,0.82,
每股净资产(元),--,--,--,--,--,--,--,--,6.54,6.26,6.27,2.89,2.23,1.99,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.88,0.5,-0.45,0.4,0.48,0.46,
主营业务收入(万元),20448,32432,40088,130123,338032,275003,144404,100714,84920,74476,53164,48084,31045,15982,
主营业务利润(万元),409,508,972,9088,31261,31260,18406,7533,12627,10359,8771,9101,6867,3056,
营业利润(万元),1277,-15209,-13742,-42636,-109078,-31777,-449,-13908,2546,3346,3921,3679,3994,1687,
投资收益(万元),7756,20,-1534,-6092,69,277,107,--,0,--,--,--,--,0,
营业外收支净额(万元),58,-197,453,44347,-439,979,1297,675,66,-49,166,197,--,86,
利润总额(万元),1335,-15406,-13289,1711,-109517,-30798,848,-13233,2611,3297,4087,3876,4032,1773,
净利润(万元),1303,-15432,-12745,2985,-109807,-32707,806,-12500,2080,2838,3513,3629,3767,1635,
净利润(扣除非经常性损益后)(万元),-7509,-15394,-12414,-35255,-109322,-33934,-599,-13177,2024,2880,3372,3450,3436,1555,
经营活动产生的现金流量净额(万元),8530,-4060,31821,-24157,2555,-8866,13998,-27374,-13815,3696,-3306,2221,2619,1144,
现金及现金等价物净增加额(万元),-279,1945,-23537,-1512,-5876,-2527,28147,-1188,-13697,649,19110,-3299,5838,454,
总资产(万元),41162,59960,73388,138671,321024,393743,383382,164993,114158,83032,75136,33311,27931,13218,
流动资产(万元),30282,24989,27675,86037,253238,256443,229390,107851,70952,70377,65859,26480,25527,11378,
总负债(万元),8185,28286,26282,78209,263173,225749,229736,127652,63921,37044,29046,17442,15692,8245,
流动负债(万元),4121,21870,18659,69270,247745,212034,223309,120729,59020,34293,27046,17442,15692,8245,
股东权益不含少数股东权益(万元),32977,31674,47106,59851,57013,166675,152862,34940,48069,45989,46090,15869,12240,4972,
净资产收益率加权(%),4.03,-39.18,-23.83,5.1,-98.18,-22.67,1.31,-30.12,4.42,6.17,13.24,25.82,52.7,51.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
