报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-3.21,-1.1,0.55,0.75,0.04,0.01,0.06,2.1,0.11,-2.48,-0.48,-0.65,0.31,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,-2.35,-2.47,0.02,0.5,1.4,1.04,2.33,2.5,2.57,2.56,2.53,2.34,2.17,2.36,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.01,-0.38,0.05,0.28,0.71,-0.15,-1.82,0,0.56,0.01,0.23,1.44,-0.1,-0.91,--,--,--,
主营业务收入(万元),1623,1290,131679,86535,24315,30505,24225,18848,22448,36451,42186,23075,77646,62891,59687,49959,55355,51968,52327,44465,50779,49516,45087,60184,48344,
主营业务利润(万元),807,723,61275,53392,4131,4321,4764,4524,2204,5511,9022,4887,14259,16432,11660,9991,11680,11852,13918,7588,8074,10061,4771,--,--,
营业利润(万元),-169457,-70008,40158,38679,-81,-1025,347,-6723,-12961,-52473,-15229,-10897,2043,832,1071,-1590,458,1342,5766,3036,4964,5160,4829,--,--,
投资收益(万元),--,-128,-112,--,--,--,880,220,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,
营业外收支净额(万元),-34799,-60,810,450,1036,909,1106,66251,16635,-18673,1256,-7533,8272,516,-4847,-155,-110,0,-39,-94,502,0,49,--,--,
利润总额(万元),-204257,-70068,40967,39129,956,-116,1453,59528,3674,-71146,-13973,-18430,10315,1348,-3776,-1746,348,1194,5727,2943,5466,5394,4877,--,--,
净利润(万元),-204257,-70056,34809,33330,1146,224,1592,60481,3250,-71498,-14402,-18851,9036,1239,-3820,-1746,456,784,4590,2744,4640,4576,3234,4110,1258,
净利润(扣除非经常性损益后)(万元),-169457,-70088,34123,32697,-2895,-1116,-477,801,-13385,-52825,-15658,-11319,844,706,791,-1590,530,932,4630,2159,4090,--,--,--,--,
经营活动产生的现金流量净额(万元),-4954,-10086,-40014,-10401,-29,-3385,-5110,-36985,218,-11050,1528,8018,20490,-4257,-38469,2,11885,124,4919,30522,-2085,-15994,--,--,--,
现金及现金等价物净增加额(万元),-650,-15362,-9414,13718,-571,-2048,-1612,4328,-83,-494,143,3059,70,-307,-49223,1719,6339,5893,4666,30324,-564,1002,--,--,--,
总资产(万元),6621,186630,288342,120719,69677,68847,68293,65758,115034,133409,168204,173293,175040,181895,174085,172499,165191,152398,135460,111647,85294,81101,51750,--,--,
流动资产(万元),4087,183194,281943,115205,25398,22994,21611,18602,10295,24316,29712,39144,42264,61173,60847,115902,106548,0,--,0,0,60164,35259,--,--,
总负债(万元),203094,167539,180329,47515,43355,45901,46358,50415,182771,204397,167694,158798,134854,151932,124852,119746,110778,98236,81976,62103,39471,39509,33074,--,--,
流动负债(万元),149444,145921,136619,47455,13843,16211,16439,20297,156872,159370,119662,138415,101484,140716,124290,119351,110434,0,--,0,0,39509,33074,--,--,
股东权益不含少数股东权益(万元),-196473,19091,108013,73204,26323,22945,21935,15343,-67737,-70988,511,14494,40185,29963,49233,52753,54412,54162,53484,49544,45823,41592,18676,15442,13430,
净资产收益率加权(%),0,-129.45,38.42,62.66,4.87,1.01,8.54,--,--,--,-197.46,-78.81,25.33,5.09,-7.47,-3,1,1.46,8.86,5.85,10.57,14.45,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
