报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.09,0.68,-0.35,0.05,-0.6,0.61,0.27,1.29,1.38,2,1.02,0.77,1.11,
每股净资产(元),--,--,--,--,--,12.32,15.24,16.21,18.09,25.51,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.28,-0.68,0.43,0.61,0.87,1.1,--,--,
主营业务收入(万元),112122,87904,66826,59100,100603,71902,58309,53756,47381,35879,23913,18406,12936,
主营业务利润(万元),88515,69670,44547,30351,42698,30461,41696,46977,42828,32353,20426,14258,6406,
营业利润(万元),23288,124528,-14415,-16036,-89816,12816,351,25389,23798,17342,8917,3516,555,
投资收益(万元),561,119320,1999,7451,773,56021,12,--,--,--,-1219,0,0,
营业外收支净额(万元),-342,-6178,-43251,19504,1348,980,679,1357,793,977,503,815,391,
利润总额(万元),22946,118350,-57666,3468,-88468,13796,1030,26747,24591,18319,9420,4331,946,
净利润(万元),14197,104620,-53714,7046,-84090,14342,4789,23280,20754,15442,7633,3470,742,
净利润(扣除非经常性损益后)(万元),12819,12085,-20879,-14583,-41343,-44358,6680,19243,16644,14611,7075,2415,-653,
经营活动产生的现金流量净额(万元),6202,-6523,-5704,-8994,-6941,-6593,-12173,7838,9198,8671,8218,-569,3185,
现金及现金等价物净增加额(万元),-10583,126721,-21414,42245,40837,-64575,-19263,-57101,-34637,226047,5595,-284,1837,
总资产(万元),701772,723702,587597,632401,625784,596772,613584,445026,300706,298642,38612,30190,21752,
流动资产(万元),344372,413897,224684,303211,236655,222071,269011,238688,249867,260674,23461,17106,10270,
总负债(万元),135176,198126,231848,280038,323410,275574,319737,128070,29362,43552,21143,20354,19986,
流动负债(万元),108847,153581,147547,198121,218743,141541,187832,101968,26870,33109,10417,19141,18380,
股东权益不含少数股东权益(万元),486516,457403,302728,320725,228460,288291,274256,295413,271344,255090,17469,9836,1766,
净资产收益率加权(%),3.01,26.99,-18.13,2.85,-33.62,5.11,1.5,8.31,7.85,35.33,55.91,48.75,53.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
