报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.67,0.57,0.46,0.55,0.55,0.5,0.9,0.58,0.23,0.28,0.25,0.23,0.36,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.33,3.21,3.04,2.9,4.17,2.88,2.61,1.78,1.54,1.29,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.63,0.35,0.61,0.48,0.45,0.56,0.49,0.49,0.43,0.39,
主营业务收入(万元),343041,245842,182910,141857,124980,108656,91999,58456,28769,34869,28891,26926,23102,20569,16761,13931,12021,9844,
主营业务利润(万元),120406,72636,58989,52525,50658,42111,30743,16311,6106,8824,6704,6691,5938,5896,4182,3633,3700,3309,
营业利润(万元),45768,37308,31353,22474,29336,27373,21922,12330,3551,4751,3895,3677,3886,3391,1850,2463,2376,2055,
投资收益(万元),-9552,11169,269,239,--,-8,-55,-21,9,-31,-47,--,--,77,0,-3,0,0,
营业外收支净额(万元),-151,-5,269,12750,10028,6211,7921,3539,172,3,290,43,--,6,14,12,-27,0,
利润总额(万元),45617,37303,31622,35224,39363,33584,29843,15869,3723,4754,4186,3721,3973,3774,1864,2477,2360,1993,
净利润(万元),40576,34797,27989,33611,33548,30436,27252,14128,3073,3760,3409,3055,3095,2597,1400,1717,1551,1317,
净利润(扣除非经常性损益后)(万元),38675,19514,22477,23799,25958,24819,20383,10940,2915,3777,3184,3020,2799,2242,1292,0,0,0,
经营活动产生的现金流量净额(万元),26593,31864,58423,12998,40303,25331,23298,12468,8454,4759,8170,6430,4069,4246,3723,2482,0,0,
现金及现金等价物净增加额(万元),3863,6706,27461,-1632,-3566,-13949,3621,21684,2435,-1889,-130,-1914,6190,-956,2197,-911,0,0,
总资产(万元),678647,572602,520703,446661,412945,348999,307801,272515,51546,51900,48949,49021,47886,34504,31317,20117,16777,14660,
流动资产(万元),440439,340502,274283,223848,207906,176317,167430,146140,22969,23138,19825,19453,22676,12845,12053,9009,8642,7877,
总负债(万元),259371,192510,167250,119078,119518,86516,72624,69317,5146,7195,6440,8573,9181,11305,10250,10049,8031,7167,
流动负债(万元),161828,102792,91100,58116,59815,38348,30511,31781,3887,5770,5210,7695,9104,8731,7003,6692,5910,6658,
股东权益不含少数股东权益(万元),418822,379438,349464,319284,287515,261640,235177,198385,44962,43374,41099,39184,37491,21746,19740,8986,7792,6525,
净资产收益率加权(%),10.15,9.56,8.39,11.09,12.24,12.25,12.36,12.89,6.98,8.96,8.52,7.97,9.34,12.52,8.98,20.55,21.96,22.46,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
