报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.93,0.02,-1.03,0.1,0.01,-1.04,-0.3,0.02,0.07,0.19,0.11,0.06,0.15,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.3,2.26,2.16,2.06,2.12,2.06,1.86,1.7,1.68,1.46,2.2,2.54,2.36,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.51,-0.54,-0.26,-0.33,-0.28,1.05,0.77,0.03,-0.17,0.78,0.23,0.1,0.06,0.45,--,--,
主营业务收入(万元),42907,112484,145137,202546,340427,323164,562375,750195,995374,989124,856728,727953,780301,811772,710507,553669,536972,415129,340594,453368,606079,568877,579613,490353,
主营业务利润(万元),-22726,-39421,-75088,-66227,-53797,-53069,-17647,14995,24806,34782,44185,32481,37413,88217,69108,28294,63084,-2314,28930,73879,93857,111785,130830,126959,
营业利润(万元),-100139,4023,-159769,10359,-154625,-172845,-69615,-1194,6346,29491,16337,2975,16188,-13122,7393,-19258,3552,-68925,-8714,33793,56818,66750,78144,75242,
投资收益(万元),1808,198323,19760,215122,48714,42939,97289,129338,123203,129121,94907,82486,72076,44464,20812,22001,32264,-9767,6,148,282,120,77,3,
营业外收支净额(万元),-47776,-249,-357,6229,157719,7818,22797,6305,6193,4408,1779,1462,731,769,-3726,245,-995,-499,-119,-1120,410,0,0,0,
利润总额(万元),-147915,3774,-160126,16588,3094,-165027,-46817,5111,12539,33899,18116,4437,16920,33102,26079,3075,34890,-79134,-8805,32821,57509,66824,78133,76484,
净利润(万元),-148052,3731,-164054,16233,1805,-165913,-47992,3420,10938,29968,17573,10004,24697,32950,26013,2909,34860,-81399,-8705,28085,45536,40208,50020,51294,
净利润(扣除非经常性损益后)(万元),-156053,-126285,-166610,-167656,-118183,-173727,-70785,-2806,4750,25575,15636,9971,10888,26937,16931,-7606,17897,-64314,-8615,29204,45126,--,--,--,
经营活动产生的现金流量净额(万元),-70259,-130595,-168407,-218031,-180298,-148374,-166732,-102438,-80741,-86377,-42001,-52662,-44106,167657,122736,4306,-27209,124125,33410,13906,8038,55085,--,--,
现金及现金等价物净增加额(万元),-115522,53568,-20718,-43046,106423,-7439,-34769,-7153,12813,11530,-17149,-71477,-26150,48694,29351,2943,-74435,66656,-26309,-13632,81187,-3211,--,--,
总资产(万元),194653,451453,490030,470929,590392,680368,819028,899353,919414,907931,806692,735050,693584,709509,736818,798211,746327,754045,734900,722632,667117,566287,550706,420358,
流动资产(万元),80538,274742,193921,209421,227564,138942,206283,221774,287017,340458,273969,233862,304926,336248,391730,457238,441209,0,--,0,0,274825,228249,194561,
总负债(万元),330544,439437,481199,298154,433717,525413,498051,529133,549668,544670,459000,403389,353426,379912,440736,527584,478937,521752,415757,354137,324297,394740,385190,374529,
流动负债(万元),243016,407778,449788,242832,425716,461596,433974,468275,477297,472936,455733,401077,341871,367015,419280,436038,407073,0,--,0,0,253865,223894,232512,
股东权益不含少数股东权益(万元),-138673,9334,5799,169809,153567,151741,317608,366950,366665,360513,344999,329249,337989,328123,296082,270628,267390,232293,319314,368485,342820,171547,165515,45830,
净资产收益率加权(%),0,49.15,-186.83,10.04,1.18,-70.71,-14.03,0.93,3.01,8.51,5.25,3.04,6.73,10.54,9.17,1.08,11.61,-29.33,-2.55,7.92,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
