报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.92,0.76,0.75,0.55,0.57,0.56,0.55,0.55,0.46,
每股净资产(元),--,--,--,--,6.41,5.25,4.77,4.38,4.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.9,0.77,0.23,0.78,0.43,
主营业务收入(万元),884246,818658,734588,635617,573269,541570,529826,472954,463082,
主营业务利润(万元),333933,303457,262133,234655,224858,213650,213638,190047,183285,
营业利润(万元),117939,93085,94167,53873,52711,56472,55854,51614,44842,
投资收益(万元),20890,12688,27215,6487,7590,4828,7641,23484,4458,
营业外收支净额(万元),-3055,-1493,-2463,9698,9060,4798,3591,5593,6051,
利润总额(万元),114884,91592,91704,63572,61771,61269,59445,57207,50893,
净利润(万元),113905,93218,92384,64746,64727,63279,62288,62358,51680,
净利润(扣除非经常性损益后)(万元),105175,86759,72611,61457,59903,61468,58671,39601,52247,
经营活动产生的现金流量净额(万元),136441,99345,34562,68343,101665,87598,26894,87987,48368,
现金及现金等价物净增加额(万元),81721,75113,19141,-19019,47865,-7093,-56791,31928,-11316,
总资产(万元),1532450,1328771,1228671,1225518,1074329,904601,837329,872937,777898,
流动资产(万元),908520,765098,658390,526921,433944,396995,402826,431143,449073,
总负债(万元),620454,488168,432988,396070,350378,308063,292879,335954,288946,
流动负债(万元),573765,477932,419983,383974,338710,293946,290289,324138,283880,
股东权益不含少数股东权益(万元),920725,848056,802730,833569,727067,595806,541066,497350,470113,
净资产收益率加权(%),12.88,11.49,11.29,8.22,9.83,11.19,12.03,12.96,10.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
