报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.14,0.19,0.24,0.16,0.11,0.21,0.24,0.24,0.18,0.11,0.1,0.06,0.11,
每股净资产(元),--,--,--,--,--,--,--,--,1.51,1.35,1.22,1.2,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.24,0.12,0,0,0,
主营业务收入(万元),78087,85138,97362,77489,56151,60416,78573,76208,81017,58019,48722,45942,50880,
主营业务利润(万元),41516,53477,61902,50323,33181,41912,51090,52495,36108,19448,26865,24394,29621,
营业利润(万元),25643,32533,37626,25918,19407,34639,39117,38255,25785,10823,18849,14761,24018,
投资收益(万元),--,--,11450,--,--,--,--,--,--,10,396,-31,-336,
营业外收支净额(万元),-160,-47,-319,-76,-293,-132,419,736,828,740,393,--,--,
利润总额(万元),25483,32486,37307,25842,19114,34507,39536,38991,26614,11563,19243,11919,23586,
净利润(万元),18942,24368,29669,19195,13922,25447,28907,28733,21439,13687,12659,7777,12959,
净利润(扣除非经常性损益后)(万元),17564,24272,18368,18920,14093,25545,28596,28201,16290,10058,0,0,0,
经营活动产生的现金流量净额(万元),48021,57949,68425,45398,30491,26313,45307,48314,28878,15095,0,0,0,
现金及现金等价物净增加额(万元),54806,7882,-29439,8991,26732,-92082,-10268,75392,7417,9809,--,--,--,
总资产(万元),651171,666712,630876,708428,632401,512278,423712,368188,265466,249087,231866,226395,236248,
流动资产(万元),95291,92325,52436,109212,49327,24549,114997,126612,57173,44268,33758,26316,33176,
总负债(万元),252899,284596,308468,407629,346632,233751,163974,130255,50995,54407,46026,43660,59007,
流动负债(万元),58029,68464,66520,69728,75501,82323,80666,35317,35045,38457,30076,22710,33056,
股东权益不含少数股东权益(万元),365729,349353,289327,265482,250533,244375,226693,205551,182763,163872,147902,145338,103527,
净资产收益率加权(%),5.3,7.56,10.71,7.45,5.66,10.83,13.42,14.91,12.4,8.79,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
