报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.31,0.08,-0.32,0.75,1.52,1.15,0.18,0.08,0.15,0.29,0.2,0.01,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.89,1.74,1.43,1.23,1.18,0.96,1.41,1.37,1.25,1.56,1.32,1.15,1.65,2.16,2.1,2.28,1.58,1.06,1.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.47,-3.61,-0.24,2.82,-0.88,-0.34,0.21,1.89,0.99,-1.38,-0.51,-0.31,0.56,-0.2,--,--,--,--,--,
主营业务收入(万元),6775417,6602692,10152528,7575213,5536624,4563853,4519482,3630770,3131808,2118719,1298758,1818823,1305086,851241,1008986,866213,664449,456807,339622,265896,60720,3344,6873,14023,9724,10941,3390,
主营业务利润(万元),93540,45917,64042,171482,45296,20258,37237,65361,70565,65927,52757,40453,50036,36004,48411,45777,34992,25596,13107,8264,2366,686,-116,1135,531,762,--,
营业利润(万元),28038,14738,28423,67207,72126,71065,20219,3301,4830,18174,8375,-9411,13982,6943,10586,10617,7348,6174,5247,1124,851,-301,-136,1184,531,758,--,
投资收益(万元),7189,34536,88877,8246,187775,181818,50574,18308,11010,13207,-2072,13865,2024,-375,51,6,106,260,66,141,170,367,1079,0,0,--,--,
营业外收支净额(万元),2181,855,-51498,18598,11680,5849,82,4075,3894,-864,3702,11510,--,-614,-1942,-511,53,24,22,424,1974,0,0,0,--,103,--,
利润总额(万元),30218,15594,-23075,85805,83807,76913,20302,7376,8723,17311,12077,2098,14161,7386,10354,11683,9734,8849,6402,1933,3323,276,1359,1468,628,860,--,
净利润(万元),16915,4767,-19264,39094,30808,23259,3662,1577,3035,5877,4138,301,4095,100,658,2460,3682,3076,2638,378,2440,335,1167,1153,699,392,103,
净利润(扣除非经常性损益后)(万元),2739,-28018,-27544,18080,-36000,-31198,-12776,-3502,-3104,1210,2954,-8989,2503,-1266,1844,1687,2094,2526,2790,367,703,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),34460,-108108,-43823,-3122,-69678,-18138,-16171,430,29759,-73146,-4914,57166,-17845,-6909,4232,38333,19967,-18654,-6941,-4140,5048,-1184,--,--,--,--,--,
现金及现金等价物净增加额(万元),-55849,-102893,-5630,69553,88404,41553,51810,-29079,38116,11204,17280,19536,5635,8413,-20142,10861,21776,7541,867,1621,1955,-534,--,--,--,--,--,
总资产(万元),685303,695639,900497,1233308,861780,802103,558180,505118,496372,385658,252132,200474,275139,193196,179173,195497,175009,134775,84855,65399,33166,20827,21509,25878,17549,12117,--,
流动资产(万元),628318,656759,861738,1179791,800203,747484,518733,464747,468565,364272,239098,184809,257070,181354,156429,172056,154114,--,0,--,0,13465,13614,16487,9409,7277,--,
总负债(万元),399020,426054,634406,913673,661000,656997,464646,415148,412508,324755,206453,163175,235804,164019,135518,151944,136644,103624,59326,47316,16552,7687,8418,13294,10681,7391,--,
流动负债(万元),337519,359301,572340,852639,597653,608103,431447,382305,393473,320866,206090,162812,234789,163746,135325,151944,136644,--,0,--,0,7566,8068,13294,10373,6790,--,
股东权益不含少数股东权益(万元),278497,258534,255320,283413,96158,64864,42270,39783,38220,35280,29008,24878,23804,19427,28510,27788,25298,21070,17753,15487,14849,12931,12588,11416,6076,4077,1002,
净资产收益率加权(%),6.25,1.86,-7.09,19.02,38.27,43.14,8.84,4.37,8.26,18.41,15.36,1.26,18.79,0.58,2.34,9.27,15.74,15.73,15.85,2.51,0,2.63,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
