报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.78,0.63,0.72,0.62,0.54,0.7,0.43,0.31,
每股净资产(元),--,--,--,4.88,4.25,3.37,2.66,2.23,
每股经营活动产生的现金流量净额(元),--,--,--,0.79,0.7,0.96,0.5,0.47,
主营业务收入(万元),103273,81411,39251,33757,29302,29277,24618,17874,
主营业务利润(万元),14385,11913,10092,8879,7756,7806,5910,3871,
营业利润(万元),8172,6327,5307,4866,4194,5071,3480,2020,
投资收益(万元),-15,147,--,--,17,18,5,43,
营业外收支净额(万元),-69,211,702,169,110,367,-91,-7,
利润总额(万元),8103,6538,6009,5035,4304,5438,3388,2013,
净利润(万元),6909,5562,5189,4095,3243,4225,2589,1830,
净利润(扣除非经常性损益后)(万元),6745,5192,4311,3905,3128,3932,2654,1799,
经营活动产生的现金流量净额(万元),6316,-9226,7638,5258,4605,5739,2980,2841,
现金及现金等价物净增加额(万元),105,405,4061,-700,-408,1774,-820,457,
总资产(万元),84491,79554,67084,47709,41112,30490,25013,17155,
流动资产(万元),43234,38272,31255,14038,12546,11663,9979,7028,
总负债(万元),17266,18407,10419,15415,12969,10291,9038,3737,
流动负债(万元),17225,17324,9819,10666,8287,7441,9038,3737,
股东权益不含少数股东权益(万元),67220,60916,56549,32294,28143,20199,15964,13375,
净资产收益率加权(%),10.83,9.47,13.09,13.56,14.6,23.37,17.65,14.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
