报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.29,0.22,0.34,0.41,0.61,0.25,0.13,0.06,
每股净资产(元),--,--,--,3.19,2.82,2.19,1.92,1.78,
每股经营活动产生的现金流量净额(元),--,--,--,-1.96,1.21,2.75,-0.44,-0.39,
主营业务收入(万元),565948,369480,461061,459490,618890,322684,191471,124011,
主营业务利润(万元),129518,98087,140071,162555,251581,99922,55478,22647,
营业利润(万元),129518,98087,140071,162555,251581,99922,55478,22647,
投资收益(万元),120234,80375,81425,29985,53465,21301,10806,6074,
营业外收支净额(万元),-638,1019,460,1767,927,1167,339,567,
利润总额(万元),128880,99106,140531,164322,252508,101089,55817,23214,
净利润(万元),96756,73696,106351,124089,183446,75024,40323,16934,
净利润(扣除非经常性损益后)(万元),94959,71230,104711,122548,182389,73914,--,--,
经营活动产生的现金流量净额(万元),40622,-182785,-1100741,-589125,363997,823575,-133022,-118330,
现金及现金等价物净增加额(万元),530691,115090,-1097906,-537914,1268145,891992,-38424,-98274,
总资产(万元),6740402,5697497,5292037,5373725,5549002,3515123,1588621,1320580,
流动资产(万元),--,--,--,--,--,--,--,--,
总负债(万元),5254838,4331080,3940648,4417175,4704090,2859568,1013236,785845,
流动负债(万元),--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1485564,1366417,1351389,956550,844424,655555,575385,534735,
净资产收益率加权(%),6.75,5.42,9.22,13.82,24.46,12.19,7.26,3.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
