报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.12,0.08,0.18,0.31,0.49,0.26,0.18,0.09,0.05,0.27,0.3,0.19,--,--,--,
每股净资产(元),4.68,4.59,4.55,4.3,4.25,3.69,2.53,2.37,2.33,1.95,4.63,3.78,--,--,--,
每股经营活动产生的现金流量净额(元),3.07,-0.78,1.05,-3.02,-1.76,1.63,-0.68,-0.77,-1.31,-0.8,6.43,-2.96,--,--,--,
主营业务收入(万元),659494,572259,595299,775990,1091499,489970,344154,233162,170903,308770,331193,215213,207874,44435,13631,
主营业务利润(万元),110552,87557,169371,315063,552080,229585,135019,62290,33198,167441,187792,113468,138784,20287,-2086,
营业利润(万元),110552,87557,169371,315063,552080,229585,135019,62290,33198,167441,187792,113468,138784,20287,-2086,
投资收益(万元),191807,292068,241009,358705,229667,121773,70505,30654,1629,23564,12556,6055,21906,724,585,
营业外收支净额(万元),2374,-12185,19291,1149,-7334,423,968,4349,2632,3516,246,306,431,14376,94,
利润总额(万元),112926,75373,188662,316212,544746,230009,135987,66639,35830,170958,188038,113774,139215,36678,-2807,
净利润(万元),100760,66137,145296,256934,406421,179610,110563,56222,25692,124812,138542,85912,81590,25218,-2821,
净利润(扣除非经常性损益后)(万元),94368,71800,130956,256460,410291,179475,109849,50730,14740,121312,134493,51316,--,--,--,
经营活动产生的现金流量净额(万元),2530834,-638957,865519,-2485472,-1450484,1342101,-414468,-468150,-800824,-369281,1062872,-489499,603802,229704,--,
现金及现金等价物净增加额(万元),562112,-282849,-513844,-2027482,3517874,1330707,10506,-501718,-412397,-383869,1050978,-244172,620433,213593,--,
总资产(万元),13659519,14822176,14833626,15233873,15442521,8692386,3659836,2798475,2614167,2802404,2903439,1718479,1045114,404554,155363,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,383511,124857,
总负债(万元),9711481,10955602,11014062,11614189,11890048,5611929,2067525,1316728,1156484,1906041,2137634,1092695,879095,340797,116832,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,340797,116832,
股东权益不含少数股东权益(万元),3855181,3775306,3742872,3542920,3495809,3033543,1545949,1443189,1418865,863638,735506,596092,166019,63757,38531,
净资产收益率加权(%),2.65,1.76,3.99,7.31,12.41,8.65,7.38,3.93,2.42,15.61,20.67,19.08,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
