报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
基本每股收益(元),0.14,0.12,0.12,0.12,0.12,0.15,0.16,--,--,--,
每股净资产(元),--,--,--,1.82,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.2,0.12,0.24,0.22,--,--,--,
主营业务收入(万元),1042034,864268,830774,773739,671261,607956,546248,--,--,--,
主营业务利润(万元),233810,213092,201641,192151,204447,221848,213596,--,--,--,
营业利润(万元),128621,114131,108629,97764,99096,112538,111970,--,--,--,
投资收益(万元),11741,15686,8568,5994,2229,3272,2603,--,--,--,
营业外收支净额(万元),4841,3663,1562,6591,4749,7415,3361,--,--,--,
利润总额(万元),133462,117793,110191,104355,103845,119952,115331,104500,87100,58000,
净利润(万元),85022,71871,69705,67088,67249,80680,78644,--,--,--,
净利润(扣除非经常性损益后)(万元),71866,60762,64227,61709,65215,76465,78960,--,--,--,
经营活动产生的现金流量净额(万元),265584,341872,148103,109982,68424,130931,107750,130700,113100,112400,
现金及现金等价物净增加额(万元),97068,21065,-5181,32050,-4991,10588,41319,--,--,--,
总资产(万元),2880024,2518736,2212527,2096689,1987891,1811812,1418432,1315200,1216400,1212900,
流动资产(万元),449217,330102,336838,284503,187316,187602,170158,--,--,--,
总负债(万元),1283861,1016456,841686,960271,913379,795601,563214,--,--,--,
流动负债(万元),475036,471843,640844,585020,556543,428030,426641,--,--,--,
股东权益不含少数股东权益(万元),1321555,1255989,1207990,999633,945935,900603,744674,756700,681800,612100,
净资产收益率加权(%),6.61,5.84,6.11,6.9,7.25,9.61,11.08,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
