报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.41,0.29,0.28,0.28,0.31,0.48,0.58,0.69,1.17,0.88,0.5,0.42,0.42,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,9.01,7.41,5.63,5.25,5,4.67,4.48,4.34,4.17,3.92,4.53,3.85,3.56,3.28,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-2.15,0.5,5.81,2.38,1.72,2.7,2.25,0.81,1.15,0.73,1.51,-0.54,-0.1,0.82,--,--,--,
主营业务收入(万元),20549671,17054578,14208264,13365654,12543071,11366169,10203605,9315363,8285690,7106177,4018787,3057350,2501029,2100245,1828555,1416546,1092259,904313,800375,776729,746131,845476,851321,689970,677250,
主营业务利润(万元),1928549,1676046,1369027,1168823,852280,704666,554553,416162,382032,268730,92553,76185,61950,59909,62968,58189,46370,43495,43072,44402,42510,42362,37312,17927,17145,
营业利润(万元),539362,403843,304533,243582,208855,198206,163881,154101,142516,96217,32513,26888,26024,23285,22269,20088,16030,17852,16625,20523,23656,25830,23040,19056,17836,
投资收益(万元),24804,16934,23339,10511,13363,3258,7208,30991,15766,3698,4224,7204,10105,6840,6058,5148,5502,5094,5563,6199,510,41,682,413,304,
营业外收支净额(万元),28984,31686,63951,58533,49831,40739,52630,52848,43006,33995,13580,9564,7832,-26,16,-262,-343,-77,-56,-121,-157,0,--,0,0,
利润总额(万元),568346,435529,368484,302115,258685,238945,216512,206949,185522,130213,46093,36452,33856,31815,28632,24973,21189,22869,22133,26600,24009,25532,23648,19486,17808,
净利润(万元),393021,277987,258447,209550,187054,177180,161809,159987,135719,91614,35941,30222,30075,25350,23110,20842,18381,19296,18520,22628,20374,21699,18172,14928,13844,
净利润(扣除非经常性损益后)(万元),292691,244825,191446,165960,144158,140773,122272,114151,93286,45801,25235,22020,24584,25384,23096,21065,18672,19116,18322,22460,20374,--,--,--,--,
经营活动产生的现金流量净额(万元),454921,239596,584031,308261,875363,-93931,219588,469030,-248152,51999,417930,171119,123576,194256,162122,58252,82863,52644,90524,-29049,-5586,43919,--,--,--,
现金及现金等价物净增加额(万元),1129230,32375,483343,1045873,695998,406822,216600,597316,87676,-25490,302684,112431,118156,189827,97227,-17568,-12054,40883,144480,-51498,-34065,103941,--,--,--,
总资产(万元),25728090,21591766,19568521,17436958,14220025,11706580,9558973,8274823,6826047,4918258,2326045,1902959,1557047,1368698,1140341,966242,934060,913092,656227,512624,505650,440862,145528,143717,135598,
流动资产(万元),21123533,17317320,16015570,14214157,11127743,9349440,7571895,6679831,5428862,3875989,1867358,1550210,1225467,967802,737570,559329,550915,--,0,--,0,347551,115696,113344,106319,
总负债(万元),22110785,18061143,16533010,14860842,11839777,9789564,8141412,6992448,5685893,4067280,1878625,1483297,1154536,989860,776525,613333,592637,603713,379000,300195,309420,264810,98563,98098,97708,
流动负债(万元),17472243,14442970,12927725,11504247,9756688,8044927,6715336,5923416,5092895,3709974,1770946,1381731,1053535,892563,667191,491870,457990,--,0,--,0,261811,96030,94233,94403,
股东权益不含少数股东权益(万元),3305414,3107682,2702292,2307036,2203561,1795833,1297354,1182436,1041437,771993,405289,377970,359453,335777,322590,312068,300216,281836,271531,206971,191056,176052,46965,45619,37890,
净资产收益率加权(%),14.23,10.71,10.72,9.85,9.78,12.76,13.06,14.41,13.81,13,9.18,8.16,8.54,7.56,7.15,6.71,6.13,6.86,8.08,11.18,0,13.52,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
