报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),2.16,0.86,0.49,0.63,1.82,2.77,2.03,1.17,1,0.96,
每股净资产(元),--,--,--,--,--,--,9.35,7.32,6.15,5.15,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,1.39,-0.03,2.67,-0.86,
主营业务收入(万元),147656,112400,78964,59628,63630,66120,45483,37039,33606,31258,
主营业务利润(万元),64535,31769,20694,22986,27489,22290,13798,9261,7780,6673,
营业利润(万元),60754,23372,13365,17434,22933,18304,10632,5966,5059,4056,
投资收益(万元),690,60,652,1130,126,--,4,6,6,6,
营业外收支净额(万元),257,106,76,105,-528,780,11,131,224,696,
利润总额(万元),61012,23479,13442,17539,22404,19084,10643,6097,5283,4752,
净利润(万元),52223,20520,11634,15028,20988,14527,9148,5247,4504,4089,
净利润(扣除非经常性损益后)(万元),45644,20201,10993,13981,21331,13942,9139,5135,4314,3497,
经营活动产生的现金流量净额(万元),16506,31350,-14216,20243,23207,7965,6264,-120,12010,-3867,
现金及现金等价物净增加额(万元),32410,-5397,-11304,-3409,7495,14622,5931,-2371,-135,3581,
总资产(万元),311485,223163,183796,173670,172998,102989,62246,54587,48883,46867,
流动资产(万元),185280,125807,111059,108862,117787,68920,45317,38931,32540,32938,
总负债(万元),20372,29740,10051,11559,21630,12984,20162,21652,21195,23683,
流动负债(万元),16819,21525,9113,11133,21531,12956,20129,21614,21152,21476,
股东权益不含少数股东权益(万元),291113,193424,173745,162111,151368,90005,42083,32935,27688,23184,
净资产收益率加权(%),23.24,11.14,6.93,9.63,18,20.29,24.39,17.31,17.71,21.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
