报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.23,0.35,0.36,0.34,0.28,0.41,0.45,0.32,0.2,0.07,0.11,0.12,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.3,2.09,2.07,1.83,2.4,1.95,2.77,2.69,2.63,2.61,2.59,4.48,2.92,2.8,3.09,1.3,1.21,1.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.02,0.49,0.09,-0.15,-0.07,1.42,1.93,1.58,0.73,0.29,0.55,0.28,0.76,0.27,--,--,--,--,
主营业务收入(万元),98124,98038,92468,81207,79071,80976,67957,44471,34585,33362,28131,57841,85376,97993,83990,102077,139961,138476,104071,98468,80291,28652,12494,6398,3769,2288,
主营业务利润(万元),45691,45822,43638,38879,37064,37897,28747,17847,13764,13909,12734,16484,29394,23044,16800,18613,17495,24067,19920,19846,19611,9133,6075,5306,4385,2966,
营业利润(万元),48452,68858,52440,43201,37346,42462,40574,24437,15241,2316,6029,12328,21840,-4172,799,2778,-1014,5218,4010,9109,10322,6826,7701,5428,4402,2999,
投资收益(万元),7953,12252,13198,12169,7352,11301,18952,11628,3781,-843,3292,2444,12240,-164,1176,2639,-1212,346,-7281,1685,440,33,3,5,0,0,
营业外收支净额(万元),-431,-1153,-1872,1848,1825,1355,4632,-116,-22,-230,836,1038,-695,-5732,310,-287,7740,-381,70,220,-138,0,0,0,0,--,
利润总额(万元),48022,67704,50568,45049,39171,43818,45206,24322,15218,2086,6865,13366,21145,-10052,2559,5289,5694,5497,-2938,11342,10778,9339,8258,5366,4333,2991,
净利润(万元),33913,51399,38059,35475,29550,32993,36505,21011,12350,4043,6900,7216,13895,-9621,1116,2148,531,859,-4676,8695,7951,8163,7055,5306,3843,2557,
净利润(扣除非经常性损益后)(万元),30499,37713,35391,31328,25710,26123,32245,21074,10547,6844,6150,6816,6600,-11185,-522,217,-3599,834,-5860,8041,7796,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-16389,163208,1115,38796,-7561,-16559,78882,98121,-1093,30528,5334,-8986,-3612,67589,71861,58723,27069,10591,20311,6548,14953,5216,--,--,--,--,
现金及现金等价物净增加额(万元),-55750,100849,38233,1647,-5687,-28356,25858,-13589,3847,20668,-7741,-12237,-4361,3370,-21208,14484,19113,-11910,-36839,54472,-2170,11999,--,--,--,--,
总资产(万元),1042638,1033371,873771,816012,703330,718886,773656,670986,360562,411465,417555,408904,418407,462795,458014,383299,324692,279278,270857,267811,192003,179636,77601,48903,32163,26784,
流动资产(万元),239633,258934,117253,109952,87223,143076,184551,127106,52808,102251,99477,120526,145519,171734,140532,136764,165381,0,0,0,0,81962,36297,20854,13827,8017,
总负债(万元),445056,480354,366366,341688,331964,378319,451828,367563,218220,281842,282147,285445,297840,352678,332997,262575,208140,164748,157658,151334,122268,113033,39343,35498,21554,16796,
流动负债(万元),405071,451467,336928,312229,321252,369010,427450,365086,212732,279614,268735,271142,292916,352629,332905,253792,208073,0,0,0,0,111792,39481,35498,21554,16796,
股东权益不含少数股东权益(万元),586058,535756,492061,473145,370562,340084,321219,303281,142270,129288,128060,113541,114138,92755,102888,99927,97805,96974,96235,104201,57156,54869,36198,11405,10609,9988,
净资产收益率加权(%),6.11,10.04,7.71,9.3,8.31,9.98,11.45,11.32,9.09,3.16,5.81,6.27,13.55,-9.81,1.11,2.17,0,0,-4.74,14.14,14.32,17.93,--,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
