报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.05,0.04,0.19,0.5,0.44,1.08,0.96,0.73,0.66,1.19,0.53,0.01,0.04,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.21,5.3,4.31,3.78,3.76,3.7,7.55,4.01,3.11,2.02,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.34,2.31,2.91,1.39,0.61,0.33,0.64,0.86,0,0,
主营业务收入(万元),82318,76107,80382,160263,153077,148008,150538,117081,115299,93780,57912,41693,30092,28333,41351,29727,27299,18666,
主营业务利润(万元),25943,24958,32487,84465,81239,85730,88952,69433,67013,61622,33073,22509,14626,10399,19033,15432,13818,10367,
营业利润(万元),-2769,553,13363,57514,54867,54757,58491,43959,42021,40037,18887,5245,4102,2254,8974,8212,8242,6743,
投资收益(万元),5751,5446,7658,8183,8915,6288,182,--,--,--,1,--,-309,0,0,0,0,0,
营业外收支净额(万元),-220,-670,-16,621,421,244,-934,-654,-212,-1223,-349,931,--,-71,-204,-23,61,0,
利润总额(万元),-2989,-117,13347,58134,55289,55000,57558,43305,41809,38815,18538,6175,4142,2183,8779,8193,8302,6751,
净利润(万元),4158,3253,16670,44220,39058,38037,33768,25777,23222,20875,9362,260,719,608,8606,8539,8461,6737,
净利润(扣除非经常性损益后)(万元),-2631,2771,15763,43675,38476,37538,34569,26234,23429,22224,9688,-672,374,-119,8594,0,0,0,
经营活动产生的现金流量净额(万元),20635,-2870,-18356,10498,56386,73657,62760,52411,12026,40622,51218,24381,10672,5787,5608,5695,0,0,
现金及现金等价物净增加额(万元),-908,-6303,-12042,-964,-11701,-96844,-6498,34231,566,31098,42077,15789,6866,-3484,22555,-729,0,0,
总资产(万元),368815,375848,444599,446748,422444,394933,349501,294187,228762,195262,156551,113213,98171,86942,79237,46782,38986,26729,
流动资产(万元),287763,289884,358340,370270,353270,329793,286636,230467,182170,153321,116767,77731,67354,59014,57713,30935,26506,21037,
总负债(万元),54489,49380,68658,80625,99593,104601,90208,84517,59419,65144,61365,33466,24561,17526,10134,18861,16692,13322,
流动负债(万元),50948,45227,63682,73573,90150,94936,84528,78083,56436,63283,60726,32674,24420,17171,9824,18433,16478,13186,
股东权益不含少数股东权益(万元),283991,279213,280536,268794,226793,200055,165538,135290,113034,93331,75830,66468,66208,65161,66423,26444,20508,13362,
净资产收益率加权(%),1.48,1.16,6.08,17.93,18.3,20.84,22.6,20.81,22.57,24.74,13.16,0.39,1.09,0.92,16.53,37.78,50.96,64.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
