报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.41,0.01,0.02,-0.1,0.27,-4.32,-1.46,0.03,0.1,0.1,0.08,0.08,0.43,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.07,2.53,2.42,1.95,3.22,2.76,5.03,4.65,2.92,2.26,1.68,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.27,1.11,-0.4,0.81,0.34,0.77,0.12,0.02,0.07,0.47,0,
主营业务收入(万元),1089826,47181,40990,37974,39318,115557,207855,172270,185644,154788,122198,110458,75927,58685,45978,40758,39892,25731,21243,
主营业务利润(万元),215296,3001,3234,393,3122,-35575,-20961,12060,15072,12688,11103,9195,10430,8825,7225,6211,6857,3748,2840,
营业利润(万元),113785,730,988,-4063,360,-84523,-40812,873,2836,2968,1477,1240,5206,4695,3923,3651,3026,1999,1615,
投资收益(万元),12003,152,3,30,353,41304,0,--,--,--,0,49,--,-56,-11,-12,-12,61,2,
营业外收支净额(万元),8217,-93,-22,-61,10514,-35092,614,724,1295,539,622,843,--,5,8,-159,31,0,0,
利润总额(万元),122002,636,965,-4124,10874,-119615,-40198,1597,4131,3506,2099,2083,6476,4645,3939,3481,3046,2011,1545,
净利润(万元),55360,538,748,-4124,10888,-103684,-34957,688,2319,2092,1502,1408,4376,3020,2517,2282,1973,1315,948,
净利润(扣除非经常性损益后)(万元),30313,589,758,-2885,-67,-110280,-35358,177,1396,1726,1126,681,3331,3017,2498,2253,0,0,0,
经营活动产生的现金流量净额(万元),163103,-5530,2051,-4776,-7456,-35903,-27613,14989,6578,22384,-7988,13784,3389,7725,616,113,211,0,0,
现金及现金等价物净增加额(万元),3512,-1768,3802,-7604,9802,-3340,-5869,-3087,-7175,7940,5054,-1280,-1922,3876,-3576,11334,1878,0,0,
总资产(万元),2408088,64399,33599,30977,35717,47133,263043,281221,233709,180838,146054,130117,81625,70269,56123,49335,30056,21509,13478,
流动资产(万元),630815,54033,23272,21287,25549,17943,152326,164361,133952,111221,78730,61735,50377,44231,37334,35174,18458,12904,5794,
总负债(万元),1639692,3694,2261,2024,2774,112837,222971,201157,154303,124957,91991,92513,48274,41700,30328,25525,20863,14317,7851,
流动负债(万元),728845,3694,2261,2024,2774,79106,205228,198209,135981,106987,73279,76314,47624,41700,30328,25525,20863,14317,7851,
股东权益不含少数股东权益(万元),483161,53415,29732,28953,32944,-65704,39374,74331,73643,50903,48758,33294,32389,27822,25292,23394,8839,6857,5087,
净资产收益率加权(%),12.99,1.36,2.55,-13.31,--,--,-61.49,0.93,3.41,4.2,3.9,4.29,14.49,11.37,10.31,14.16,25.14,22.03,22.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
