报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.13,0.11,0.45,0.36,0.66,1.85,1.71,1.35,0.96,
每股净资产(元),--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,2.18,1.15,0.97,0.94,
主营业务收入(万元),43828,45377,43014,38541,36362,40692,38038,33327,25591,
主营业务利润(万元),23428,22815,22342,19219,17613,20944,19222,16414,11638,
营业利润(万元),5198,4369,10757,9597,9246,12629,11686,9239,6488,
投资收益(万元),527,1540,1060,180,--,--,--,--,--,
营业外收支净额(万元),24,68,17,116,-41,-32,-2,-19,7,
利润总额(万元),5221,4437,10774,9712,9205,12597,11684,9220,6495,
净利润(万元),4660,3951,9157,7276,6876,9432,8737,6902,4920,
净利润(扣除非经常性损益后)(万元),3895,2945,8455,7190,6916,9458,8742,6916,4914,
经营活动产生的现金流量净额(万元),10126,4957,7831,8050,3485,11120,5881,4968,4782,
现金及现金等价物净增加额(万元),-1823,-9689,22,-29210,30997,8683,3754,2475,3194,
总资产(万元),107478,107089,109234,96387,90463,44309,37554,28928,20768,
流动资产(万元),63747,64581,76650,75678,74529,38487,31750,23439,17273,
总负债(万元),7773,8853,13061,7672,7119,5793,6889,5827,4569,
流动负债(万元),7773,8853,13061,7672,7119,5793,6889,5827,4569,
股东权益不含少数股东权益(万元),99487,98013,96174,88715,83343,38516,30665,23101,16199,
净资产收益率加权(%),4.73,4.09,9.92,8.47,11.23,27.37,32.62,35.12,35.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
