报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.57,1.17,1.32,0.32,0.37,0.22,-0.4,0.51,0.5,0.46,0.31,0.1,0.16,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.72,5.42,5.12,4.86,4.84,4.73,4.7,4.69,4.62,4.57,5.4,4.55,0.28,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.88,-0.19,0.13,0.29,0.18,0.39,0.42,0.09,0.14,0.28,-0.58,0.37,0.07,--,--,
主营业务收入(万元),17627,14770,25483,58386,57733,86593,106395,107705,106471,79070,56127,50981,45962,56687,66852,59640,41626,37785,38956,28936,29220,37083,30799,
主营业务利润(万元),2210,894,2034,7435,8046,9262,9559,14453,16056,14190,11181,10813,11083,10091,10530,9820,7750,6936,5926,6555,6537,7232,6450,
营业利润(万元),11423,23661,26410,3487,5075,731,-12507,9744,11656,11276,8848,3030,5285,515,2398,1212,282,2034,-1233,1607,1385,993,1173,
投资收益(万元),13572,28206,30665,13247,12232,11574,7398,17672,15779,13740,12107,3302,5486,2898,850,2223,2277,983,20967,7980,1692,1612,1160,
营业外收支净额(万元),-42,-18,64,1867,1199,3263,566,776,714,124,72,1494,50,-271,-19,119,-467,0,-339,21,-196,0,0,
利润总额(万元),11380,23643,26474,5354,6274,3994,-11941,10521,12370,11400,8920,4525,5335,3142,3326,3561,2091,2411,19786,10571,4500,3991,2984,
净利润(万元),11277,23232,26085,6353,7336,4407,-7883,10107,9952,9084,6068,2018,3144,1619,1318,1826,1303,1220,19953,9278,3391,2508,1890,
净利润(扣除非经常性损益后)(万元),10586,21278,25399,5289,5977,600,-9951,1137,3655,2738,2255,317,1852,1119,477,1633,1279,1574,19855,8327,--,--,--,
经营活动产生的现金流量净额(万元),-7750,-3863,-1719,978,-1282,-1323,-5308,-2892,-17427,-3780,2575,5799,3655,7674,8368,1803,2853,5462,-9503,6163,8405,--,--,
现金及现金等价物净增加额(万元),-11174,4793,-4099,1902,-10279,339,-4621,8951,-36316,5572,8719,1729,11718,8548,2401,-6013,1283,10746,-14894,32044,814,--,--,
总资产(万元),209451,201547,171695,165453,167634,166800,198008,199525,200619,204136,159064,160171,158689,162546,158691,158633,140558,140954,133396,108406,52423,59564,53371,
流动资产(万元),35692,40463,38546,59446,73194,82160,125313,110353,112853,126445,87852,87130,86122,79010,76242,78501,76352,0,0,0,38578,44479,38463,
总负债(万元),13738,11371,15478,24257,24609,29394,72130,57257,63360,68297,44670,51912,51948,55995,52958,53829,41268,42126,37125,27062,30811,41506,36646,
流动负债(万元),13044,10753,14860,23194,23026,27771,71100,56298,62749,68204,44594,51743,46874,55965,52933,53782,41250,0,0,0,31333,40251,34127,
股东权益不含少数股东权益(万元),195714,190156,155828,129734,125265,118572,107575,119267,113272,107412,101267,96163,95742,93581,93101,92959,91460,90486,89179,75071,16216,12825,12355,
净资产收益率加权(%),5.85,14.16,18.27,4.99,6.05,3.86,-6.93,8.67,9.12,8.71,6.15,2.1,3.32,1.73,1.41,1.98,1.42,1.36,24.86,26.53,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
