报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),1.13,1.69,2.6,1.39,0.58,0.56,0.19,0.74,2.92,2.76,0.97,
每股净资产(元),--,--,--,5.92,4.55,4.06,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,3.24,1.32,1.19,--,--,--,--,--,
主营业务收入(万元),3414821,3265877,2296328,1747699,1464008,1475538,1282941,944837,1184194,659589,452646,
主营业务利润(万元),285512,291531,278185,158776,86953,77470,34491,50612,96736,68282,27072,
营业利润(万元),158696,169290,191820,87925,23730,36417,912,22006,77932,55771,18787,
投资收益(万元),1057,2607,3057,628,2802,2225,1516,-891,1317,426,448,
营业外收支净额(万元),630,2296,1628,5016,14529,2617,2550,1540,1625,1444,612,
利润总额(万元),159326,171586,193448,92942,38259,39034,3462,23546,79558,57214,19399,
净利润(万元),135469,142305,149659,73156,30448,29139,4535,17620,56161,41050,14391,
净利润(扣除非经常性损益后)(万元),124829,136304,143969,69853,17595,25978,1843,17135,54592,38100,13907,
经营活动产生的现金流量净额(万元),182454,97933,177430,170233,69305,62700,86039,49960,47439,58718,48862,
现金及现金等价物净增加额(万元),7918,71957,97210,7769,8141,-6622,20699,-17472,-10,5087,8003,
总资产(万元),2290054,1716918,1105090,862083,868778,712593,671370,421781,339048,321969,188282,
流动资产(万元),606211,559263,351668,196983,215434,163451,273976,153069,148860,161069,84668,
总负债(万元),1124029,892672,449046,527116,607377,458566,445552,199778,130041,185905,104472,
流动负债(万元),707142,661022,344487,377356,390423,339211,335571,172802,129042,185364,103668,
股东权益不含少数股东权益(万元),1166024,824246,656044,310816,238693,212833,186969,183600,169801,107241,66836,
净资产收益率加权(%),15.05,19.24,29.04,26.66,13.56,14.68,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
