报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.07,0.07,0.29,0.25,0.1,--,--,
每股净资产(元),--,--,--,1.31,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.36,0.43,-0.11,0.46,
主营业务收入(万元),578808,576189,490266,497847,401271,418444,295381,
主营业务利润(万元),72682,77884,91733,86632,75245,67564,45874,
营业利润(万元),7807,2159,14892,11515,5157,3244,3554,
投资收益(万元),-694,170,230,-84,-35,-137,-171,
营业外收支净额(万元),-33,-171,-16,536,328,1245,3,
利润总额(万元),7774,1988,14876,12050,5485,4489,3557,
净利润(万元),2916,3013,10812,9138,3378,4275,2499,
净利润(扣除非经常性损益后)(万元),1922,2715,10028,8765,8452,3942,2631,
经营活动产生的现金流量净额(万元),39416,2726,2678,12895,12924,-3366,13726,
现金及现金等价物净增加额(万元),7075,-5843,4788,-4256,9791,-4230,7922,
总资产(万元),492167,330503,253808,171171,134823,92686,71045,
流动资产(万元),151426,122601,117687,80171,75131,55469,50224,
总负债(万元),363809,229610,157253,111796,90285,71192,60409,
流动负债(万元),338222,198156,122751,95110,87156,69814,60409,
股东权益不含少数股东权益(万元),82804,81377,80847,47312,38109,17066,9363,
净资产收益率加权(%),3.55,4.97,18.52,21.39,13.24,32.49,31.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
