报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.27,0.23,0.23,0.23,0.3,0.84,0.7,0.94,0.9,0.84,1.05,0.76,1.2,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.09,3.27,3.67,2.77,4.03,4.14,3.08,3.43,4.86,5.82,2.12,1.48,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.93,1.08,1.08,0.61,0.79,0.51,0.3,0.2,0.16,-0.14,0.55,-0.01,0,
主营业务收入(万元),1938357,1793947,1537865,1293685,1434727,1657863,1267415,1453487,1200856,796945,660042,409591,328711,186583,92194,49393,35656,25754,17884,13086,9486,
主营业务利润(万元),553426,528810,481301,415601,472551,495830,326883,403717,367090,270310,224485,128598,100178,45487,21526,14026,11020,8594,6629,4564,2958,
营业利润(万元),149187,151663,140801,108646,152468,198288,115578,205851,190378,152465,134013,70058,60365,17639,7471,4838,4006,3857,3304,2429,1936,
投资收益(万元),6541,9515,-227,5607,4153,769,245,28,3,11664,18862,15473,5702,8542,3754,1791,235,-31,26,5,27,
营业外收支净额(万元),2146,9631,6913,18445,20766,25772,15977,13765,11658,13648,6636,4858,--,-252,-35,-82,-69,0,-91,0,0,
利润总额(万元),151333,161295,147714,127091,173235,224060,131554,219616,202036,166113,140649,74917,61667,26074,11257,6572,4175,3703,3240,2425,1962,
净利润(万元),110741,96163,94201,93188,122739,160105,85269,113482,91166,85330,70803,51339,40465,20656,10585,6102,3816,3401,3120,2412,1962,
净利润(扣除非经常性损益后)(万元),102289,86369,89272,86349,111083,63095,75990,105022,84429,67750,56282,47298,37627,20550,10580,6054,3631,3524,0,0,0,
经营活动产生的现金流量净额(万元),294542,185602,119603,11099,23905,40656,-18910,71523,93765,109223,72557,41197,26676,10366,6066,3185,1515,-1067,2730,-40,0,
现金及现金等价物净增加额(万元),52053,61593,-72528,132232,68958,-31950,-66577,14043,34366,65539,62252,15633,14206,7704,4532,-2762,6586,10507,1028,652,0,
总资产(万元),3672526,3739213,3642471,3535904,3322373,2815569,1892738,1749782,1396605,1055974,850659,602639,399626,224578,105856,76100,68182,52693,17496,16091,10307,
流动资产(万元),2636267,2740036,2666308,2611739,2429647,2042744,1334608,1245192,1037067,795297,627677,452792,304776,157187,77011,54870,52834,0,0,0,0,
总负债(万元),1512426,1655661,1667428,1667087,1536359,1332387,904047,852359,668735,495842,424246,336209,208166,123740,41180,21081,19556,8104,6530,8354,4692,
流动负债(万元),1235268,1269653,1253931,1203402,1185649,1095735,785815,730335,622552,476554,403138,329762,204187,116487,40187,20788,18973,0,0,0,0,
股东权益不含少数股东权益(万元),1711415,1574597,1496375,1401565,1329679,1069115,585467,516246,413482,330812,247632,186490,135987,84077,62546,53521,47418,43631,10574,7407,5616,
净资产收益率加权(%),6.75,6.26,6.5,6.82,9.69,16.97,15.5,24.41,24.53,29.6,32.84,31.72,34.96,28.35,18.16,12.09,8.38,10.34,34.79,35.36,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
