报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.04,-1.6,0.23,0.35,0.2,0.36,0.24,0.19,0.32,0.38,0.56,0.47,0.41,0.21,
每股净资产(元),--,--,--,--,--,4.48,3.15,3.03,2.85,4.02,5.75,1.57,1.19,5.82,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.31,0.16,0.12,0.1,-0.18,0.18,0.38,0.51,-1.32,
主营业务收入(万元),197934,195238,216108,188363,102315,84703,61779,52260,54093,44943,33703,26843,21872,11817,
主营业务利润(万元),78748,74384,86501,85044,46834,35060,24851,17905,20114,14881,9164,7705,5464,2936,
营业利润(万元),4204,-149137,23466,30588,11249,10292,7360,3268,8645,6709,4872,3658,3439,1916,
投资收益(万元),-415,-381,6613,1063,-109,-146,25,-14,--,-0,--,--,0,--,
营业外收支净额(万元),-83,-1729,-15,5619,3915,1469,1304,1910,1004,676,433,78,--,0,
利润总额(万元),4121,-150866,23451,36207,15164,11760,8663,5178,9649,7385,5306,3735,3439,1917,
净利润(万元),3059,-139284,20278,28031,13015,10037,6247,4657,7510,6060,4801,3676,2651,1257,
净利润(扣除非经常性损益后)(万元),-2543,-139625,17476,26493,11506,10011,5728,3394,7054,5845,4523,3698,2622,1260,
经营活动产生的现金流量净额(万元),21544,-15188,-16636,27917,9849,9172,4123,3151,2454,-2855,1880,2709,3324,-662,
现金及现金等价物净增加额(万元),10568,-22857,-4888,33714,344,16172,-3609,1527,-12350,4275,17066,1207,2706,-274,
总资产(万元),765679,735403,825431,758579,271108,193072,122866,106592,92695,84886,71392,20898,15530,11248,
流动资产(万元),269343,279301,334102,308817,135799,104924,67842,64179,66665,67084,65170,15773,11351,9260,
总负债(万元),407456,390713,261210,216312,94774,55795,35626,23840,22387,19317,10938,9639,7784,8338,
流动负债(万元),321813,298377,194074,185463,72359,42277,35210,23840,22387,19317,10834,9366,7784,8338,
股东权益不含少数股东权益(万元),334922,329854,548274,537515,174096,131742,82931,79127,67321,63360,60454,11259,7746,2889,
净资产收益率加权(%),0.92,-29.78,3.74,7.12,8.43,9.71,7.8,6.12,11.48,9.79,19.46,38.35,55.5,55.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
