报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.12,0.08,0.13,0.04,0.1,0.16,0.17,0.13,0.14,0.2,0.19,0.09,
每股净资产(元),--,--,--,--,--,--,--,--,1.61,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.11,0.2,0.57,0.39,
主营业务收入(万元),163560,180394,123709,90989,95091,121626,120739,123049,141892,125137,86848,113059,
主营业务利润(万元),19932,15564,18005,10166,11332,11116,11937,10651,9567,11675,10020,9138,
营业利润(万元),8677,5650,9125,2824,6431,6815,7486,5086,4505,6318,5776,2988,
投资收益(万元),9,152,143,199,715,2378,1390,0,--,--,--,--,
营业外收支净额(万元),-31,9,-23,173,485,305,290,308,265,553,438,-44,
利润总额(万元),8646,5659,9102,2997,6916,7121,7776,5394,4769,6871,6214,2944,
净利润(万元),7619,5001,7845,2668,6222,6272,6731,4774,4226,6130,5722,2587,
净利润(扣除非经常性损益后)(万元),6743,4051,7585,3313,5304,4073,5303,4513,4001,5660,5329,2588,
经营活动产生的现金流量净额(万元),3738,13708,3463,5409,-3704,5932,4551,13852,-3164,6146,16992,11714,
现金及现金等价物净增加额(万元),-3097,11374,-22445,1866,22940,-4607,-41927,39381,-673,10974,6568,2668,
总资产(万元),185621,195975,165126,151076,134422,145017,134347,137894,114864,88865,74556,58330,
流动资产(万元),134626,135120,102867,98722,116924,132889,122459,125908,102105,77182,60830,42088,
总负债(万元),69607,84964,55315,48242,36485,51524,45048,53883,66415,43072,32690,20707,
流动负债(万元),66122,80188,54795,48242,36485,51520,45041,53873,66404,40688,30232,15315,
股东权益不含少数股东权益(万元),116014,111011,109812,102834,97937,93492,89299,84011,48449,45793,41866,37623,
净资产收益率加权(%),6.64,4.45,7.39,2.64,6.5,6.85,7.77,6.9,8.82,13.64,14.44,7.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
