报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.94,0.73,0.87,0.54,0.43,0.36,0.34,0.29,0.26,0.27,0.25,0.17,0.34,
每股净资产(元),--,--,--,--,--,4.75,3.59,3.23,2.9,2.73,1.28,1.23,1.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.1,0.09,-0.26,-0.24,-0.79,-0.41,0.42,0.06,
主营业务收入(万元),9949708,8713636,7394289,6155684,4958925,4106840,3343805,2950766,2483868,2125177,1895771,1628760,1304810,
主营业务利润(万元),846361,731436,606099,469412,367764,285672,218033,184261,146389,134784,112498,89790,64630,
营业利润(万元),230142,182995,194156,104916,85998,64154,51331,49281,34999,43925,35808,25470,19715,
投资收益(万元),13980,5509,3988,873,4754,4128,5767,9131,574,-198,234,524,263,
营业外收支净额(万元),1603,85,-1683,5649,9583,11184,9347,5964,13966,3273,1946,917,532,
利润总额(万元),231745,183080,192473,110565,95581,75338,60678,55245,48965,47198,37755,26387,20247,
净利润(万元),172655,134058,144551,87674,69453,56071,47793,41272,37413,35343,29789,20264,15978,
净利润(扣除非经常性损益后)(万元),152533,122801,100981,82574,57710,44965,36593,30406,25688,33033,28125,19269,15019,
经营活动产生的现金流量净额(万元),276787,122202,-101205,43126,43596,-17168,13847,-36893,-34361,-103183,-52170,49475,6595,
现金及现金等价物净增加额(万元),-131374,195418,306785,-148172,167518,-11941,77784,18583,75844,7813,6858,-11608,45981,
总资产(万元),7114777,6667425,5204835,3872854,3258497,2412504,1859619,1480397,1183875,811904,716775,571889,442387,
流动资产(万元),5890270,5705665,4347310,3216373,2722150,1987400,1514788,1189399,976687,646201,579500,463981,367359,
总负债(万元),4918006,4629225,3251079,2671818,2273932,1603786,1325691,996808,753517,412024,549501,424167,314316,
流动负债(万元),4594782,4426633,3070193,2525929,2100996,1436547,1157349,827973,715018,366567,499569,397337,306093,
股东权益不含少数股东权益(万元),1875421,1846710,1830044,1127804,935509,780055,509953,458662,411063,387784,163124,144127,125542,
净资产收益率加权(%),9.32,7.19,10.75,8.29,8.42,8.09,9.83,9.68,9.11,16.64,19.27,14.95,18.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
